order_id,product_id,quantity,price_at_order
665,878,3,29818.31
666,504,2,7925.88
666,689,2,5200.83
666,108,3,8212.13
667,405,2,17663.95
668,948,1,29430.1
669,206,3,11054.32
670,859,2,11541.69
671,785,3,36183.1
671,596,2,32901.81
672,410,2,34152.33
672,365,3,33367.42
673,524,2,6528.74
673,286,1,8568.33
673,151,1,7177.19
674,966,1,18064.41
675,70,2,21323.47
676,620,3,33562.02
677,99,1,2090.6
677,779,3,18893.74
678,478,2,12283.96
678,207,3,29602.47
679,352,3,35693.99
680,441,1,33197.88
680,902,2,43010.18
681,471,1,30856.04
681,37,1,38169.52
682,906,1,23746.7
682,724,2,37687.05
683,500,1,40114.47
683,783,3,15800.95
684,553,2,49799.68
684,586,2,15893.5
685,401,2,20202.36
685,270,3,22930.63
686,785,2,36183.1
686,292,1,11839.77
687,376,2,32970.03
688,913,3,43886.46
689,366,2,45817.43
689,422,1,32412.52
690,320,3,11301.95
691,313,1,48335.06
692,39,3,10185.88
692,472,2,9609.5
693,21,2,23274.33
693,713,3,20025.75
694,400,3,42270.87
694,331,1,20087.54
695,211,2,48722.46
695,345,3,29805.2
696,630,2,35186.45
696,307,2,36698.28
697,807,3,45982.3
697,78,1,47097.33
697,861,2,21289.0
698,412,3,22156.21
698,824,3,17624.28
698,232,1,27364.75
699,345,2,29805.2
700,438,2,11559.19
700,215,1,12848.18
701,308,3,37449.8
701,444,3,45162.0
702,640,2,20946.6
702,528,3,25292.33
703,643,1,3929.57
703,721,3,13773.42
703,529,2,7904.87
704,961,3,39161.21
704,479,3,29220.6
704,275,3,48251.77
705,580,3,28756.74
705,745,1,39286.6
706,247,3,34775.58
706,155,3,29328.75
707,327,1,46970.94
707,881,3,34242.22
708,294,3,33977.26
709,416,1,14567.73
709,245,1,23659.52
710,318,2,33839.38
710,476,3,19528.0
711,207,1,29602.47
711,164,1,33251.09
711,280,2,34727.42
712,181,1,34950.49
712,660,3,30009.91
713,919,1,616.98
714,923,2,26631.78
714,979,3,40380.34
714,417,3,29825.77
715,742,1,9613.37
715,863,1,15873.57
715,144,3,40805.82
716,681,3,38156.31
717,509,1,6152.72
717,906,1,23746.7
718,338,3,42962.78
718,853,2,43758.84
718,599,3,37122.28
719,148,1,38950.44
719,110,1,40884.35
720,884,1,20079.36
720,604,2,46771.1
721,325,2,29490.82
721,559,3,44158.05
721,434,1,35230.69
722,149,2,22161.67
722,372,3,33846.34
723,991,3,42582.62
724,964,3,16148.22
724,56,3,23791.75
725,655,3,41221.01
725,982,2,5812.75
726,888,1,46069.97
727,984,2,5321.3
728,93,1,17341.15
729,938,2,34396.93
729,450,3,26514.75
729,647,2,49644.97
730,843,2,48615.87
730,799,2,15876.18
730,964,3,16148.22
731,433,1,19020.96
731,898,1,44354.81
732,431,3,35014.45
733,465,1,30561.34
733,712,1,26464.86
734,811,1,9997.89
734,657,1,40531.07
735,590,1,10601.71
735,85,1,27020.43
736,851,1,333.59
736,665,3,30016.51
736,782,3,41616.49
737,490,3,37242.39
737,895,1,24971.72
738,336,2,29443.24
738,819,1,27292.38
739,898,2,44354.81
740,22,1,34325.33
740,971,3,49579.63
741,92,2,13835.71
742,51,2,27829.9
742,411,3,43253.07
742,633,2,22503.37
743,970,1,49138.43
743,581,1,1241.19
744,951,3,47131.35
744,465,2,30561.34
745,969,2,49820.68
746,442,1,29983.15
746,877,3,19478.51
747,694,1,10050.73
748,30,2,5749.56
748,298,1,24315.44
749,597,3,10342.78
750,137,2,28910.84
751,731,3,38519.58
751,393,2,28068.56
752,571,1,19829.84
753,931,2,41645.42
754,613,1,24847.45
754,727,1,19377.16
754,767,2,31776.8
755,405,2,17663.95
755,688,1,13299.61
756,184,2,25446.25
757,899,1,40413.26
757,480,2,2503.48
757,136,3,38493.92
758,321,1,15318.85
759,288,2,18929.6
759,766,2,42435.06
759,370,2,6009.8
760,530,1,46756.47
760,321,2,15318.85
760,447,3,26840.35
761,874,3,42399.38
762,153,1,20557.69
763,168,2,47574.84
763,723,2,15929.89
764,42,3,43972.48
764,453,3,35656.63
764,366,2,45817.43
765,888,2,46069.97
765,152,1,7894.42
765,127,1,28584.53
766,768,2,7960.92
766,521,3,44247.05
766,843,3,48615.87
767,5,3,28193.88
767,539,1,32661.16
767,786,2,15223.12
768,694,2,10050.73
768,97,1,37139.18
769,404,3,5967.12
769,383,1,22322.71
770,472,3,9609.5
771,276,3,16800.14
771,609,1,20030.63
772,974,2,28311.24
772,464,3,11018.04
773,133,1,4941.34
773,217,3,31583.45
774,73,3,27247.1
775,262,1,23002.29
776,92,1,13835.71
776,22,1,34325.33
776,873,2,36142.63
777,978,1,24056.05
777,670,1,48622.82
778,826,2,40591.93
778,944,3,5007.85
779,853,3,43758.84
779,377,1,31768.65
780,275,3,48251.77
780,577,2,11608.9
781,629,3,22912.44
781,191,2,44117.07
781,445,1,20719.67
782,693,3,29083.4
782,230,3,39455.05
782,664,1,45844.93
783,538,2,47442.78
783,86,2,46682.99
784,308,3,37449.8
784,153,2,20557.69
784,131,1,23817.35
785,565,1,18847.96
785,79,3,29847.6
786,476,3,19528.0
786,677,3,16714.07
787,84,3,23076.79
788,184,1,25446.25
788,806,2,21325.03
789,305,3,5129.05
789,322,2,2553.74
789,602,3,35952.7
790,990,1,9132.1
791,619,3,21556.85
791,266,1,427.49
792,120,1,35526.63
793,415,3,22760.12
793,890,3,35024.19
794,833,3,48149.77
794,998,2,3669.4
795,405,2,17663.95
795,824,1,17624.28
796,836,1,16308.21
797,215,1,12848.18
797,493,3,21701.18
797,665,1,30016.51
798,552,2,36140.08
798,196,2,804.51
798,89,1,33492.8
799,925,1,2481.84
800,483,2,35887.44
800,21,3,23274.33
800,881,1,34242.22
801,402,1,15720.65
801,53,1,3649.8
801,342,3,1084.32
802,869,3,44860.67
802,508,3,9546.59
802,755,3,31123.55
803,410,2,34152.33
804,695,2,41718.13
804,927,1,4519.65
805,591,2,24146.23
806,428,1,12824.19
806,911,2,25251.43
806,485,3,46688.54
807,447,1,26840.35
807,22,2,34325.33
808,238,1,44504.32
808,520,3,40241.99
809,874,3,42399.38
809,863,2,15873.57
809,733,1,49631.52
810,983,3,18867.46
810,427,3,16685.63
811,995,1,49124.27
811,865,3,49649.13
812,684,1,49978.73
812,495,1,14993.31
813,813,2,35594.08
813,426,2,30014.93
814,19,2,46851.73
815,179,3,45428.9
815,848,1,17383.86
816,633,1,22503.37
816,233,3,41383.57
817,804,1,18853.31
817,364,3,33599.66
817,788,2,40062.49
818,528,3,25292.33
818,619,1,21556.85
819,819,1,27292.38
819,469,1,1116.84
819,986,3,32071.52
820,844,3,3447.54
820,576,1,23887.13
820,43,1,12271.32
821,371,1,40418.9
822,519,3,18236.56
822,511,1,45849.0
823,142,1,6926.95
823,126,2,21196.18
824,252,2,9622.85
824,855,2,45218.87
825,382,3,31006.56
826,252,3,9622.85
826,156,2,44068.64
827,424,2,30607.33
827,941,3,2732.85
827,420,3,30368.79
828,789,3,8970.33
828,11,3,13446.69
829,412,1,22156.21
829,791,2,20430.86
830,945,3,894.26
831,647,3,49644.97
832,303,2,40156.02
832,430,3,7328.99
833,761,2,40879.78
833,322,1,2553.74
834,943,3,22774.4
834,151,2,7177.19
835,640,3,20946.6
835,808,2,24635.21
835,634,3,45887.06
836,415,1,22760.12
836,795,2,14133.74
837,743,3,25768.31
837,737,1,3953.28
838,96,3,16877.76
839,651,1,49644.48
839,164,1,33251.09
840,248,2,38096.84
840,853,3,43758.84
841,62,2,21267.52
842,49,3,45010.82
842,775,1,33970.35
843,465,1,30561.34
843,348,3,42410.74
844,643,3,3929.57
844,682,1,24125.89
844,547,2,6799.08
845,733,3,49631.52
845,587,1,17313.65
846,108,3,8212.13
846,336,3,29443.24
847,101,3,18423.18
847,151,2,7177.19
848,436,1,1206.06
849,694,3,10050.73
850,405,2,17663.95
850,893,3,37162.17
851,706,2,24546.36
851,954,3,17890.98
851,971,2,49579.63
852,497,2,22522.34
852,729,1,37349.19
853,121,2,27061.06
853,712,2,26464.86
853,218,1,40613.76
854,944,1,5007.85
854,975,3,49403.91
855,586,2,15893.5
856,313,2,48335.06
857,147,1,12587.81
858,916,2,31249.06
859,758,2,15914.91
860,892,2,30731.15
860,46,2,8506.81
861,346,2,47287.16
861,801,2,23055.67
862,781,3,5496.1
862,142,3,6926.95
863,153,3,20557.69
863,888,2,46069.97
864,420,1,30368.79
864,397,2,6024.12
865,912,2,40275.6
865,454,3,4468.59
865,754,1,15441.5
866,646,3,7030.81
867,573,1,35524.37
868,776,3,21693.64
868,55,3,27099.93
869,20,3,31858.42
869,124,3,15671.45
870,211,1,48722.46
871,455,3,45293.72
871,87,3,14463.87
871,827,2,35624.47
872,957,2,20776.01
872,24,2,3589.57
873,325,1,29490.82
873,392,1,19196.31
873,264,1,3769.56
874,262,1,23002.29
875,174,3,23835.98
875,61,2,9822.03
876,400,1,42270.87
877,265,1,46732.15
877,385,1,25763.61
877,965,1,38993.35
878,505,3,22363.78
878,521,2,44247.05
879,476,3,19528.0
880,649,1,34231.7
881,987,3,35446.99
882,668,1,47441.46
882,805,2,21086.48
883,652,3,36474.55
884,554,1,25019.3
885,985,2,48800.28
885,934,1,5551.19
885,569,1,23012.33
886,297,1,42311.61
886,669,1,34033.88
886,996,1,35535.6
887,257,3,8171.39
888,218,3,40613.76
888,600,2,33590.75
888,861,1,21289.0
889,308,2,37449.8
889,92,3,13835.71
890,287,2,16421.42
890,900,1,13368.6
891,906,2,23746.7
891,699,3,36099.58
891,969,2,49820.68
892,679,2,13642.54
893,337,3,7633.44
893,17,1,22834.49
893,936,3,10619.52
894,924,3,48070.9
894,10,1,19182.39
895,501,2,7396.14
895,781,3,5496.1
896,80,1,32971.45
896,552,3,36140.08
897,833,3,48149.77
897,386,2,14377.35
898,714,1,28380.61
898,9,2,47873.49
899,227,1,34561.75
899,761,2,40879.78
900,93,3,17341.15
900,836,3,16308.21
901,506,2,26614.16
902,724,1,37687.05
902,621,1,16383.0
902,215,3,12848.18
903,513,2,44964.35
904,580,3,28756.74
904,689,3,5200.83
905,764,1,47664.33
905,67,2,24436.36
906,536,3,45129.44
907,24,3,3589.57
907,994,3,16759.07
907,710,3,47003.68
908,3,3,29647.48
908,961,3,39161.21
908,438,3,11559.19
909,865,2,49649.13
909,417,1,29825.77
910,530,1,46756.47
910,778,3,29151.76
911,546,1,36002.64
911,460,2,42007.06
911,324,1,19615.7
912,26,1,13464.54
912,756,3,21701.63
913,202,2,17384.74
913,169,1,4370.74
913,338,3,42962.78
914,828,3,30922.71
914,25,3,32875.3
915,111,2,41080.66
916,842,1,43484.72
916,342,1,1084.32
916,533,3,31363.61
917,458,3,25249.75
918,35,2,32155.8
919,802,1,29631.37
919,131,2,23817.35
920,68,3,8482.46
920,105,1,40595.35
921,412,2,22156.21
921,99,1,2090.6
921,633,3,22503.37
922,394,2,20034.44
923,104,3,7981.3
923,348,3,42410.74
924,602,1,35952.7
924,198,1,12244.1
925,809,1,42146.67
926,263,2,46116.85
926,364,2,33599.66
927,141,1,2795.85
928,526,3,43934.62
928,983,2,18867.46
929,150,2,13804.24
929,151,2,7177.19
930,9,3,47873.49
930,531,3,44777.82
931,839,3,39791.55
932,1000,3,21156.77
932,206,1,11054.32
933,488,3,39107.83
934,340,3,43362.46
934,873,3,36142.63
935,337,1,7633.44
936,44,1,36675.81
936,508,1,9546.59
937,639,1,40492.0
938,835,3,43344.12
938,340,2,43362.46
939,7,1,43504.23
939,372,2,33846.34
939,11,1,13446.69
940,200,3,20398.74
941,999,1,363.67
941,31,1,34119.92
942,737,3,3953.28
942,179,1,45428.9
942,348,1,42410.74
943,933,3,39062.87
943,104,1,7981.3
943,22,2,34325.33
944,959,1,10213.05
945,382,1,31006.56
945,677,3,16714.07
946,900,1,13368.6
946,729,1,37349.19
946,67,1,24436.36
947,712,2,26464.86
947,384,3,22269.6
948,48,3,15792.3
949,809,2,42146.67
949,153,1,20557.69
950,130,3,22256.77
951,745,2,39286.6
951,84,3,23076.79
952,770,3,20220.01
952,904,3,36222.09
953,330,2,45114.3
953,730,3,22023.29
954,486,2,27288.63
954,275,3,48251.77
954,596,3,32901.81
955,208,2,14365.04
956,436,2,1206.06
957,261,1,13889.22
957,564,1,30668.84
957,87,2,14463.87
958,43,2,12271.32
959,479,2,29220.6
959,443,2,41617.85
960,26,1,13464.54
961,368,1,10873.12
961,924,2,48070.9
962,81,2,46754.9
962,805,1,21086.48
963,560,2,20341.73
963,206,1,11054.32
964,836,3,16308.21
964,787,2,42504.25
965,876,3,32414.64
965,771,3,2127.23
965,734,2,27785.97
966,355,2,32839.23
967,672,2,7716.12
967,13,3,14870.96
968,887,1,14090.15
968,408,3,47579.22
968,234,3,39693.64
969,805,2,21086.48
969,566,3,37821.77
970,321,1,15318.85
970,867,2,17754.03
971,450,3,26514.75
971,461,1,7558.65
972,313,1,48335.06
972,966,2,18064.41
972,756,3,21701.63
973,436,3,1206.06
974,551,2,12639.03
974,307,3,36698.28
975,143,1,29893.98
976,819,3,27292.38
976,618,3,30664.44
977,972,1,29748.22
977,401,3,20202.36
978,584,2,7162.7
979,107,3,33594.38
980,618,1,30664.44
980,501,1,7396.14
980,28,1,20150.21
981,239,2,12743.28
982,378,1,26664.99
982,531,1,44777.82
983,161,1,19626.2
983,114,3,32181.64
984,979,1,40380.34
985,838,3,20886.99
985,727,2,19377.16
986,602,3,35952.7
986,208,3,14365.04
986,515,2,3527.47
987,457,2,46544.45
987,66,3,46340.44
987,845,1,48415.99
988,503,2,19327.86
988,472,3,9609.5
989,903,2,12979.27
990,305,3,5129.05
990,401,1,20202.36
991,751,2,15197.69
991,443,3,41617.85
991,469,1,1116.84
992,969,1,49820.68
992,45,1,6550.3
993,683,1,10826.85
993,939,3,10986.53
994,506,2,26614.16
995,79,3,29847.6
995,774,2,32455.89
995,108,2,8212.13
996,46,2,8506.81
997,768,2,7960.92
997,473,2,48740.33
998,39,1,10185.88
999,335,2,3709.92
999,687,2,23472.65
999,767,2,31776.8
1000,731,2,38519.58
1000,973,1,1701.87
1001,175,3,23412.19
1001,859,1,11541.69
1001,19,1,46851.73
1002,173,3,1312.89
1002,80,1,32971.45
1003,183,3,26777.44
1003,222,1,43050.28
1004,714,1,28380.61
1005,679,3,13642.54
1005,734,1,27785.97
1006,613,1,24847.45
1006,5,2,28193.88
1007,931,1,41645.42
1008,15,1,33164.79
1008,346,3,47287.16
1009,99,3,2090.6
1009,817,1,38695.62
1009,856,3,31392.53
1010,836,2,16308.21
1010,335,3,3709.92
1011,555,2,23024.36
1012,109,2,43646.69
1013,324,2,19615.7
1013,13,1,14870.96
1014,286,3,8568.33
1014,666,2,15297.69
1015,309,3,39389.69
1016,550,3,2815.08
1017,333,3,32082.8
1018,790,2,21490.56
1018,711,1,26361.95
1018,137,3,28910.84
1019,872,2,4487.16
1019,683,1,10826.85
1020,460,3,42007.06
1020,392,3,19196.31
1020,524,1,6528.74
1021,239,1,12743.28
1021,22,2,34325.33
1021,632,1,37810.56
1022,82,1,13501.04
1023,156,2,44068.64
1024,743,3,25768.31
1025,138,3,20162.75
1025,285,1,4791.85
1025,326,3,32849.62
1026,296,1,48112.84
1026,769,1,22618.62
1027,211,1,48722.46
1027,553,3,49799.68
1028,228,2,11804.37
1028,623,3,15306.71
1029,67,2,24436.36
1029,891,1,12450.64
1030,145,1,45370.68
1030,961,1,39161.21
1031,815,1,1924.95
1031,955,1,22466.77
1032,319,3,44246.47
1032,169,1,4370.74
1033,311,3,47226.13
1033,293,2,12989.74
1034,801,2,23055.67
1035,387,2,26488.63
1035,172,2,1842.19
1036,779,2,18893.74
1036,160,1,11205.26
1037,778,2,29151.76
1037,929,3,28520.69
1037,944,3,5007.85
1038,390,2,12999.32
1039,621,1,16383.0
1039,493,2,21701.18
1040,939,1,10986.53
1041,743,2,25768.31
1041,384,2,22269.6
1042,761,2,40879.78
1042,383,2,22322.71
1043,419,1,45479.78
1043,907,1,46578.66
1044,782,2,41616.49
1045,740,3,558.2
1045,357,2,20866.53
1045,522,3,49979.87
1046,395,2,1231.45
1047,944,2,5007.85
1047,833,3,48149.77
1048,661,2,37104.89
1048,152,3,7894.42
1049,254,3,13572.7
1050,13,1,14870.96
1050,120,3,35526.63
1050,790,3,21490.56
1051,998,1,3669.4
1051,923,3,26631.78
1052,850,2,6474.59
1052,438,3,11559.19
1053,908,3,45723.2
1053,392,2,19196.31
1054,746,1,20866.36
1054,891,3,12450.64
1054,92,3,13835.71
1055,276,3,16800.14
1055,767,2,31776.8
1055,215,3,12848.18
1056,504,1,7925.88
1057,538,3,47442.78
1057,427,2,16685.63
1058,191,3,44117.07
1059,972,1,29748.22
1060,206,1,11054.32
1061,266,2,427.49
1061,924,2,48070.9
1062,652,1,36474.55
1063,284,2,31668.7
1063,66,1,46340.44
1064,779,1,18893.74
1064,104,1,7981.3
1065,597,1,10342.78
1066,385,3,25763.61
1066,618,2,30664.44
1067,619,2,21556.85
1067,440,2,38612.47
1068,837,2,7365.93
1068,246,3,33605.64
1068,964,2,16148.22
1069,895,1,24971.72
1069,339,1,12757.51
1069,826,2,40591.93
1070,910,1,41352.05
1070,948,1,29430.1
1071,974,1,28311.24
1071,717,2,3088.91
1072,487,2,32450.95
1072,528,3,25292.33
1073,965,2,38993.35
1073,833,1,48149.77
1074,827,3,35624.47
1075,497,2,22522.34
1076,439,2,15000.87
1077,752,3,12809.48
1077,395,1,1231.45
1077,301,3,702.47
1078,804,3,18853.31
1078,878,1,29818.31
1078,734,1,27785.97
1079,690,2,42034.64
1079,562,1,14643.5
1080,679,3,13642.54
1081,967,3,5276.68
1082,733,1,49631.52
1082,30,2,5749.56
1083,737,2,3953.28
1084,127,3,28584.53
1084,682,3,24125.89
1084,140,3,9041.57
1085,893,3,37162.17
1085,230,3,39455.05
1086,735,3,34080.83
1086,761,3,40879.78
1087,990,2,9132.1
1087,877,1,19478.51
1088,115,1,46980.09
1089,763,3,9242.38
1089,965,2,38993.35
1089,119,1,45005.39
1090,755,2,31123.55
1090,2,1,36902.62
1091,434,2,35230.69
1091,328,3,18715.34
1091,790,1,21490.56
1092,110,1,40884.35
1092,405,3,17663.95
1093,966,2,18064.41
1094,151,2,7177.19
1094,616,1,9554.09
1095,720,2,11719.39
1095,36,2,8160.44
1095,614,3,13860.0
1096,724,3,37687.05
1096,588,1,24363.75
1096,490,2,37242.39
1097,830,1,26754.36
1097,342,3,1084.32
1098,231,1,40254.11
1098,718,1,25142.96
1098,754,2,15441.5
1099,676,1,6964.41
1099,935,1,20503.67
1099,869,3,44860.67
1100,357,2,20866.53
1100,776,2,21693.64
1101,714,1,28380.61
1102,135,3,2596.82
1102,332,1,41262.3
1103,671,3,26365.81
1103,168,1,47574.84
1104,149,1,22161.67
1105,667,1,20853.94
1106,695,1,41718.13
1106,805,2,21086.48
1107,173,1,1312.89
1107,949,1,10128.19
1108,54,1,25853.56
1109,994,3,16759.07
1109,153,3,20557.69
1110,407,2,30239.23
1111,669,3,34033.88
1111,764,3,47664.33
1111,385,3,25763.61
1112,666,3,15297.69
1112,392,3,19196.31
1112,282,2,47720.74
1113,125,2,34951.26
1114,24,3,3589.57
1114,601,3,11871.98
1115,814,1,4408.73
1115,608,2,21068.88
1116,306,1,39493.94
1116,586,1,15893.5
1117,815,2,1924.95
1117,551,3,12639.03
1117,190,1,16318.54
1118,832,2,28764.96
1118,543,1,22841.14
1119,839,3,39791.55
1119,810,1,18144.25
1120,920,3,27214.8
1120,121,3,27061.06
1120,186,1,48051.14
1121,126,3,21196.18
1121,41,1,16410.56
1121,132,3,4514.34
1122,772,1,32017.56
1123,373,3,46475.49
1123,990,1,9132.1
1124,255,1,44078.08
1124,308,3,37449.8
1125,456,3,47336.74
1125,144,2,40805.82
1126,361,3,4542.61
1126,621,1,16383.0
1126,552,3,36140.08
1127,38,1,31377.42
1128,981,3,7641.29
1128,138,1,20162.75
1128,617,3,14962.71
1129,433,3,19020.96
1129,77,2,33858.06
1130,410,2,34152.33
1130,468,3,3421.52
1130,86,2,46682.99
1131,73,3,27247.1
1131,645,2,1877.22
1132,382,3,31006.56
1133,168,1,47574.84
1133,430,2,7328.99
1134,619,1,21556.85
1135,701,2,42001.7
1135,562,1,14643.5
1136,342,2,1084.32
1136,797,1,16501.45
1137,101,2,18423.18
1138,802,1,29631.37
1138,948,3,29430.1
1138,127,3,28584.53
1139,502,2,6573.63
1139,98,3,780.58
1139,542,3,12470.43
1140,102,1,34198.71
1141,186,3,48051.14
1141,354,3,5229.17
1142,904,2,36222.09
1142,871,2,39616.51
1143,526,3,43934.62
1144,582,3,20824.12
1145,998,3,3669.4
1145,380,1,16421.83
1146,188,2,13723.1
1146,450,2,26514.75
1147,534,1,25277.89
1147,965,2,38993.35
1147,736,3,38676.72
1148,790,1,21490.56
1148,321,3,15318.85
1149,96,1,16877.76
1150,568,2,7110.71
1150,952,1,21827.87
1151,955,1,22466.77
1151,749,2,13665.27
1152,910,1,41352.05
1152,546,2,36002.64
1152,715,1,34296.87
1153,8,3,21303.94
1153,732,3,16520.92
1153,436,3,1206.06
1154,974,3,28311.24
1154,943,3,22774.4
1155,173,3,1312.89
1155,691,1,20872.33
1156,527,1,29512.96
1156,362,2,37018.16
1156,976,2,9025.17
1157,347,1,23064.71
1157,936,3,10619.52
1157,696,1,47190.19
1158,219,1,6187.04
1159,946,3,10147.21
1159,313,3,48335.06
1160,914,2,4593.36
1160,633,1,22503.37
1160,869,2,44860.67
1161,363,1,29447.31
1161,110,2,40884.35
1162,10,2,19182.39
1162,104,2,7981.3
1163,158,1,19682.34
1163,421,2,22691.0
1164,232,2,27364.75
1164,482,2,24083.0
1165,550,1,2815.08
1165,832,2,28764.96
1165,276,3,16800.14
1166,766,2,42435.06
1167,204,2,12794.76
1167,114,1,32181.64
1167,195,1,44051.9
1168,33,3,48562.6
1168,165,1,43382.51
1169,273,2,23806.92
1169,122,2,21735.48
1170,131,2,23817.35
1170,333,3,32082.8
1171,399,1,34573.62
1171,135,1,2596.82
1171,113,1,43258.34
1172,701,1,42001.7
1173,1000,3,21156.77
1173,612,1,14442.71
1174,85,2,27020.43
1175,192,2,30633.49
1175,256,1,48665.4
1176,683,2,10826.85
1176,841,1,47527.63
1177,718,3,25142.96
1177,748,1,8728.27
1177,515,1,3527.47
1178,235,1,22125.93
1178,124,2,15671.45
1179,150,2,13804.24
1180,53,2,3649.8
1181,237,2,24841.62
1181,228,2,11804.37
1182,53,1,3649.8
1182,312,2,6023.93
1183,429,2,7773.55
1183,253,1,25075.11
1184,763,2,9242.38
1185,622,1,19363.65
1186,373,1,46475.49
1186,343,1,37163.39
1186,312,3,6023.93
1187,134,2,15727.85
1187,340,3,43362.46
1188,542,2,12470.43
1188,620,1,33562.02
1189,90,1,5448.25
1189,909,1,16293.56
1190,601,3,11871.98
1191,948,1,29430.1
1191,102,3,34198.71
1192,780,3,25173.15
1192,207,3,29602.47
1193,564,3,30668.84
1194,867,3,17754.03
1194,929,2,28520.69
1195,121,2,27061.06
1195,933,1,39062.87
1196,516,1,42612.69
1196,810,3,18144.25
1196,23,2,41143.59
1197,979,3,40380.34
1198,759,2,36823.26
1198,835,2,43344.12
1199,77,2,33858.06
1199,170,3,49995.42
1200,622,1,19363.65
1200,279,1,23633.68
1201,714,1,28380.61
1202,516,3,42612.69
1202,725,3,15174.06
1203,726,2,41782.13
1204,547,1,6799.08
1205,905,2,2488.68
1206,53,1,3649.8
1206,658,3,46831.03
1206,255,1,44078.08
1207,996,2,35535.6
1207,378,1,26664.99
1208,740,2,558.2
1208,137,3,28910.84
1209,836,1,16308.21
1210,287,2,16421.42
1210,181,1,34950.49
1211,962,1,39137.32
1211,800,3,29474.13
1211,598,3,34899.71
1212,891,3,12450.64
1212,642,3,12946.52
1213,333,1,32082.8
1213,276,3,16800.14
1214,160,1,11205.26
1214,457,3,46544.45
1215,491,1,24961.3
1216,884,1,20079.36
1217,185,1,21176.92
1217,664,2,45844.93
1217,289,1,20778.97
1218,623,1,15306.71
1218,193,1,24867.03
1219,661,2,37104.89
1219,994,1,16759.07
1220,828,3,30922.71
1220,13,1,14870.96
1221,14,3,18273.26
1222,86,2,46682.99
1223,812,1,32757.57
1223,990,1,9132.1
1224,725,1,15174.06
1224,88,1,15335.1
1225,836,2,16308.21
1225,168,2,47574.84
1225,315,1,19910.36
1226,643,1,3929.57
1226,557,1,29996.68
1227,106,2,36907.25
1227,524,1,6528.74
1228,438,2,11559.19
1229,944,3,5007.85
1230,924,2,48070.9
1230,116,1,29155.31
1231,289,3,20778.97
1231,366,2,45817.43
1231,79,1,29847.6
1232,918,1,45052.03
1232,45,1,6550.3
1232,620,2,33562.02
1233,436,1,1206.06
1234,838,2,20886.99
1234,294,1,33977.26
1235,956,3,31073.07
1235,272,1,38844.56
1236,153,1,20557.69
1236,797,2,16501.45
1236,672,1,7716.12
1237,1000,1,21156.77
1237,490,1,37242.39
1238,149,2,22161.67
1238,93,1,17341.15
1239,507,2,14150.88
1239,435,3,32407.43
1240,342,3,1084.32
1240,142,1,6926.95
1241,547,3,6799.08
1241,505,3,22363.78
1242,733,2,49631.52
1243,767,3,31776.8
1243,225,1,4335.02
1244,872,1,4487.16
1245,944,2,5007.85
1245,113,2,43258.34
1245,62,1,21267.52
1246,565,2,18847.96
1246,996,1,35535.6
1246,954,1,17890.98
1247,121,3,27061.06
1247,986,3,32071.52
1248,989,2,9014.98
1249,596,1,32901.81
1250,31,1,34119.92
1250,151,1,7177.19
1250,375,1,17745.86
1251,427,1,16685.63
1251,154,2,3394.61
1251,784,3,24301.42
1252,307,2,36698.28
1252,482,3,24083.0
1253,14,1,18273.26
1253,294,1,33977.26
1254,770,1,20220.01
1255,434,2,35230.69
1255,697,3,41133.12
1256,514,1,34191.88
1256,314,2,40288.01
1256,727,1,19377.16
1257,974,3,28311.24
1257,129,1,39352.21
1258,189,3,21948.05
1259,837,2,7365.93
1259,710,2,47003.68
1259,480,3,2503.48
1260,56,2,23791.75
1260,823,3,43778.05
1261,80,2,32971.45
1262,246,1,33605.64
1262,289,3,20778.97
1263,775,2,33970.35
1263,932,1,13816.21
1264,247,3,34775.58
1264,276,3,16800.14
1264,88,1,15335.1
1265,50,1,11467.46
1265,323,2,6071.19
1266,982,3,5812.75
1266,408,1,47579.22
1267,998,3,3669.4
1267,133,3,4941.34
1268,516,1,42612.69
1268,104,1,7981.3
1268,515,3,3527.47
1269,873,2,36142.63
1269,39,1,10185.88
1270,641,1,23280.2
1271,827,1,35624.47
1271,698,3,8661.21
1271,670,1,48622.82
1272,624,2,13299.19
1272,668,2,47441.46
1272,536,1,45129.44
1273,963,1,16283.74
1273,442,3,29983.15
1274,626,3,20449.21
1275,510,1,22479.77
1275,100,1,7660.26
1276,993,1,32090.44
1276,817,2,38695.62
1277,303,1,40156.02
1278,92,1,13835.71
1278,73,3,27247.1
1279,263,2,46116.85
1279,782,3,41616.49
1279,898,1,44354.81
1280,41,2,16410.56
1280,373,2,46475.49
1281,133,3,4941.34
1281,452,3,24185.36
1281,376,2,32970.03
1282,461,3,7558.65
1282,270,1,22930.63
1283,810,1,18144.25
1284,874,1,42399.38
1285,875,1,30464.27
1285,75,2,26696.97
1286,478,2,12283.96
1287,112,3,33103.65
1287,88,1,15335.1
1287,185,2,21176.92
1288,67,2,24436.36
1288,325,3,29490.82
1289,118,2,30428.58
1289,286,1,8568.33
1290,656,2,8009.53
1290,219,3,6187.04
1291,64,2,43109.05
1291,959,2,10213.05
1292,24,3,3589.57
1293,86,1,46682.99
1293,146,2,43116.3
1294,463,3,30882.81
1294,893,1,37162.17
1294,430,3,7328.99
1295,95,2,21351.72
1295,917,2,48601.33
1295,924,2,48070.9
1296,494,3,16264.21
