history_id,employee_id,change_date,new_salary
998,385,2020-08-08,99446
999,386,2018-08-01,53913
1000,386,2019-05-07,86404
1001,386,2020-12-06,92951
1002,386,2025-01-27,94476
1003,387,2020-11-29,58830
1004,388,2008-05-15,55925
1005,388,2013-11-16,73393
1006,388,2025-01-02,92260
1007,389,2024-08-30,39888
1008,389,2025-07-25,41028
1009,389,2025-10-05,53917
1010,390,2018-09-29,50644
1011,390,2019-02-08,98929
1012,391,2022-05-01,58630
1013,391,2022-05-21,81894
1014,391,2024-08-23,90351
1015,392,2015-07-05,93858
1016,392,2017-03-01,115089
1017,392,2024-04-19,115718
1018,393,2023-01-21,103659
1019,393,2026-02-22,107466
1020,394,2019-08-10,40055
1021,394,2022-09-20,42894
1022,394,2025-04-22,43037
1023,395,2024-03-17,68597
1024,395,2026-02-10,71552
1025,396,2019-01-06,50107
1026,396,2019-12-05,54797
1027,396,2020-04-10,75121
1028,396,2024-01-21,76877
1029,397,2018-07-07,53292
1030,397,2018-10-09,110345
1031,398,2008-06-30,55663
1032,398,2012-03-05,67541
1033,398,2020-02-27,74664
1034,399,2024-08-05,32122
1035,399,2024-09-21,67190
1036,399,2025-07-30,80517
1037,399,2026-02-03,92505
1038,400,2025-02-26,112512
1039,401,2005-07-14,136011
1040,401,2008-05-28,140191
1041,402,2019-02-06,33411
1042,402,2019-06-17,37238
1043,402,2020-10-05,48531
1044,402,2022-07-29,50959
1045,402,2023-06-04,55572
1046,403,2019-10-08,40198
1047,403,2020-03-23,48434
1048,403,2020-08-18,73406
1049,403,2021-11-11,127693
1050,403,2023-08-15,144188
1051,404,2017-07-08,50939
1052,404,2025-05-17,66090
1053,405,2017-09-10,57961
1054,406,1999-09-27,32907
1055,406,2007-07-15,53231
1056,406,2011-01-14,56924
1057,406,2023-12-26,59521
1058,407,2023-02-04,53897
1059,407,2023-04-19,59053
1060,407,2023-06-07,61299
1061,408,2009-12-16,30746
1062,408,2023-10-15,84089
1063,409,1997-11-08,62707
1064,409,2007-08-23,146921
1065,410,2013-11-30,63640
1066,410,2020-01-21,75938
1067,410,2022-12-10,116507
1068,411,2016-06-09,30167
1069,411,2021-02-15,36310
1070,411,2024-10-22,102205
1071,412,2024-01-17,57502
1072,412,2025-04-27,69824
1073,413,2016-11-18,76036
1074,413,2018-10-28,79638
1075,413,2019-11-10,84266
1076,413,2020-04-10,94629
1077,413,2023-09-12,122447
1078,414,2012-07-07,43294
1079,414,2015-11-10,92847
1080,414,2024-06-28,115047
1081,415,2007-11-29,67883
1082,415,2008-07-02,72661
1083,415,2008-10-02,94890
1084,416,2012-06-05,51319
1085,416,2019-10-30,59567
1086,416,2022-01-15,105774
1087,417,2018-11-16,34379
1088,417,2020-06-02,107984
1089,418,2026-04-05,50887
1090,418,2026-05-08,89391
1091,419,1989-11-15,36863
1092,419,2026-01-20,84869
1093,420,2026-05-15,103462
1094,421,1991-06-27,79124
1095,422,1987-12-25,125942
1096,422,2023-12-02,132392
1097,423,2017-01-09,102888
1098,424,2012-11-27,33050
1099,424,2018-12-13,41073
1100,424,2020-02-25,49465
1101,424,2020-07-04,50107
1102,424,2024-05-30,55974
1103,425,2023-07-14,34062
1104,425,2024-08-11,86534
1105,425,2025-05-11,122340
1106,425,2026-01-25,141327
1107,426,2019-05-04,40295
1108,426,2019-08-04,40813
1109,426,2020-05-12,58455
1110,426,2021-01-28,69801
1111,426,2023-07-23,85398
1112,427,2007-10-07,66485
1113,428,2011-11-30,36225
1114,428,2021-06-17,54316
1115,429,2025-11-24,102628
1116,429,2025-11-26,123616
1117,430,2024-06-02,100795
1118,430,2024-11-03,125679
1119,430,2025-02-16,134025
1120,431,1995-08-08,66899
1121,431,2018-06-07,112135
1122,432,2019-12-05,42571
1123,432,2021-08-18,125267
1124,433,2013-08-23,77409
1125,434,2025-02-05,40065
1126,434,2025-12-14,62174
1127,434,2026-05-22,70437
1128,435,2025-12-22,149786
1129,436,2022-05-29,143279
1130,437,2019-12-31,41214
1131,438,2021-09-26,61478
1132,438,2023-01-25,69335
1133,438,2023-11-24,70965
1134,438,2025-06-22,77298
1135,439,1995-11-09,104738
1136,440,2009-11-24,65272
1137,441,1993-06-08,134188
1138,442,2001-03-04,40739
1139,442,2016-01-21,114420
1140,443,2009-09-05,45139
1141,443,2024-10-24,107538
1142,444,2023-05-03,43024
1143,444,2025-01-03,58430
1144,445,2008-02-04,73321
1145,445,2022-12-15,74181
1146,446,2023-11-11,72065
1147,446,2024-06-29,79576
1148,447,2015-07-24,36058
1149,447,2016-11-25,42157
1150,447,2021-07-26,48142
1151,448,1996-05-29,54455
1152,448,1998-08-03,78418
1153,448,2014-04-04,88428
1154,448,2016-04-25,129925
1155,449,2004-06-12,120560
1156,450,2012-11-14,38631
1157,450,2016-12-17,60078
1158,451,2025-04-11,47600
1159,451,2025-07-27,94505
1160,452,2018-12-08,49808
1161,452,2024-11-19,128596
1162,452,2026-03-13,129173
1163,453,2019-11-29,32808
1164,453,2020-01-26,33168
1165,453,2023-12-13,50237
1166,454,2025-03-06,57131
1167,454,2025-03-30,65484
1168,454,2025-04-19,66497
1169,455,2026-01-16,31998
1170,455,2026-03-08,37455
1171,455,2026-04-04,48140
1172,455,2026-04-06,49324
1173,455,2026-04-08,55235
1174,456,2015-03-06,84870
1175,456,2016-11-17,98495
1176,456,2020-06-17,100190
1177,456,2020-10-17,106895
1178,457,2009-08-02,92236
1179,457,2019-08-11,105066
1180,457,2020-04-01,107272
1181,458,2026-01-27,40348
1182,458,2026-01-31,69171
1183,458,2026-02-09,92424
1184,458,2026-02-18,100604
1185,459,2025-10-02,141927
1186,459,2025-10-21,147014
1187,460,2011-05-09,38226
1188,460,2018-12-15,39358
1189,460,2021-05-12,45936
1190,461,2018-02-08,33941
1191,461,2019-03-01,34831
1192,461,2022-01-30,35664
1193,461,2022-03-27,44714
1194,461,2023-10-10,47897
1195,462,2005-07-21,38269
1196,462,2006-03-22,40955
1197,462,2006-10-28,42630
1198,462,2014-02-19,43886
1199,462,2014-06-28,77629
1200,463,2024-09-24,89081
1201,464,1999-08-16,50518
1202,465,2010-05-20,39691
1203,465,2014-05-25,43232
1204,465,2020-05-05,63392
1205,466,2011-10-17,63801
1206,466,2021-01-16,71910
1207,466,2021-03-08,125302
1208,466,2024-11-10,139113
1209,467,2026-05-05,38783
1210,467,2026-05-08,41406
1211,467,2026-06-01,80868
1212,467,2026-06-04,82082
1213,467,2026-06-07,95591
1214,468,2018-02-19,48101
1215,468,2020-06-05,64058
1216,468,2024-01-22,85371
1217,469,2005-12-18,144486
1218,469,2025-07-01,146099
1219,470,2013-01-22,67011
1220,471,2012-02-07,98493
1221,471,2012-02-25,107014
1222,471,2017-06-17,118352
1223,472,2024-03-11,44748
1224,472,2024-06-21,84321
1225,472,2025-04-02,97535
1226,473,2013-09-15,106046
1227,474,2025-05-06,43133
1228,474,2025-09-16,106372
1229,474,2026-01-06,115690
1230,475,1990-11-22,36618
1231,475,1993-06-20,48749
1232,475,1993-10-08,65103
1233,475,2008-04-12,66876
1234,475,2025-01-15,68972
1235,476,2022-01-09,64620
1236,476,2024-07-21,80206
1237,476,2025-05-20,83856
1238,476,2026-04-01,117550
1239,477,2026-03-06,34910
1240,477,2026-05-03,92003
1241,477,2026-05-21,104962
1242,478,2005-11-20,81777
1243,479,2023-06-27,56327
1244,479,2025-09-26,64101
1245,480,1995-10-22,132743
1246,481,2014-04-24,45569
1247,481,2018-02-11,51724
1248,481,2022-09-11,75253
1249,481,2025-03-06,94090
1250,482,1980-11-05,71831
1251,483,2020-05-10,47601
1252,483,2025-11-13,88637
1253,484,2024-10-21,31325
1254,484,2024-12-10,49861
1255,484,2025-03-24,52142
1256,484,2025-10-15,75187
1257,485,2020-03-06,46109
1258,485,2025-03-14,49539
1259,486,2013-11-08,36436
1260,486,2015-11-25,38807
1261,486,2021-04-27,44939
1262,486,2025-07-05,68444
1263,487,2007-12-04,37259
1264,487,2022-01-11,42009
1265,488,1992-09-07,47656
1266,488,2005-09-09,51028
1267,488,2013-03-14,71797
1268,489,2010-03-22,69647
1269,489,2019-09-09,72307
1270,489,2022-12-23,82154
1271,490,1986-12-30,80425
1272,491,2020-04-27,43342
1273,491,2022-10-23,52924
1274,492,2021-09-15,63849
1275,492,2022-07-29,79774
1276,492,2025-03-14,88589
1277,493,2019-03-27,37367
1278,493,2020-01-30,97537
1279,493,2020-06-30,133742
1280,493,2022-06-25,137157
1281,494,2023-01-13,115909
1282,495,2017-03-04,63213
1283,495,2020-11-06,70149
1284,496,2010-12-14,98719
1285,496,2019-03-15,112173
1286,497,1996-12-13,33794
1287,497,1998-08-15,52772
1288,497,2006-09-14,55265
1289,497,2013-06-14,100401
1290,498,2014-08-14,31888
1291,498,2019-02-22,36577
1292,498,2022-10-12,57426
1293,498,2024-05-01,58344
1294,499,2020-10-10,89827
1295,499,2022-11-20,108674
1296,500,2018-01-02,140183
