review_id,customer_id,product_id,rating,text,review_date
500,254,412,1,"Ужасно, пришло сломанным.",2026-03-26
501,388,882,4,"Хороший товар, рекомендую.",2026-05-30
502,441,622,5,Отлично! Всё супер.,2025-05-06
503,355,942,5,Отлично! Всё супер.,2025-01-16
504,89,178,1,"Ужасно, пришло сломанным.",2025-02-14
505,391,879,5,Отлично! Всё супер.,2025-04-03
506,315,522,4,"Хороший товар, рекомендую.",2025-02-11
507,139,893,4,"Хороший товар, рекомендую.",2026-01-18
508,492,360,4,"Хороший товар, рекомендую.",2024-10-25
509,362,243,3,"Нормально, сойдет.",2024-09-28
510,393,337,5,Отлично! Всё супер.,2024-07-11
511,458,465,5,Отлично! Всё супер.,2026-03-03
512,252,127,3,"Нормально, сойдет.",2025-12-31
513,455,202,4,"Хороший товар, рекомендую.",2026-04-25
514,496,436,1,"Ужасно, пришло сломанным.",2025-12-28
515,492,574,5,Отлично! Всё супер.,2024-11-19
516,404,109,5,Отлично! Всё супер.,2025-05-09
517,430,853,5,Отлично! Всё супер.,2025-07-17
518,398,739,5,Отлично! Всё супер.,2025-01-11
519,18,208,5,Отлично! Всё супер.,2025-08-29
520,107,605,4,"Хороший товар, рекомендую.",2026-04-23
521,268,923,5,Отлично! Всё супер.,2025-09-30
522,253,211,2,Качество не очень.,2025-02-08
523,227,668,5,Отлично! Всё супер.,2024-08-25
524,493,525,5,Отлично! Всё супер.,2025-03-05
525,120,220,4,"Хороший товар, рекомендую.",2025-01-16
526,390,487,4,"Хороший товар, рекомендую.",2024-10-15
527,425,258,4,"Хороший товар, рекомендую.",2024-09-09
528,368,9,2,Качество не очень.,2025-01-18
529,319,936,5,Отлично! Всё супер.,2025-01-07
530,488,358,3,"Нормально, сойдет.",2025-06-21
531,423,653,3,"Нормально, сойдет.",2025-05-15
532,497,24,5,Отлично! Всё супер.,2024-11-29
533,66,406,3,"Нормально, сойдет.",2026-04-27
534,136,807,3,"Нормально, сойдет.",2024-10-18
535,21,947,3,"Нормально, сойдет.",2025-01-19
536,336,868,4,"Хороший товар, рекомендую.",2026-06-08
537,446,239,3,"Нормально, сойдет.",2026-05-22
538,313,36,5,Отлично! Всё супер.,2024-12-27
539,183,462,5,Отлично! Всё супер.,2025-09-22
540,4,275,4,"Хороший товар, рекомендую.",2026-01-15
541,34,21,5,Отлично! Всё супер.,2024-08-30
542,354,507,2,Качество не очень.,2026-05-28
543,430,722,5,Отлично! Всё супер.,2024-12-05
544,290,221,4,"Хороший товар, рекомендую.",2025-11-08
545,191,800,3,"Нормально, сойдет.",2025-01-11
546,283,659,4,"Хороший товар, рекомендую.",2024-09-26
547,319,495,2,Качество не очень.,2024-08-22
548,159,102,5,Отлично! Всё супер.,2024-11-16
549,473,148,5,Отлично! Всё супер.,2025-08-11
550,142,558,3,"Нормально, сойдет.",2026-03-22
551,15,602,5,Отлично! Всё супер.,2025-07-09
552,286,487,5,Отлично! Всё супер.,2026-01-16
553,200,262,3,"Нормально, сойдет.",2024-10-18
554,295,417,5,Отлично! Всё супер.,2024-06-30
555,91,383,4,"Хороший товар, рекомендую.",2025-09-16
556,254,863,2,Качество не очень.,2026-05-11
557,74,190,4,"Хороший товар, рекомендую.",2024-07-09
558,136,853,4,"Хороший товар, рекомендую.",2026-05-01
559,331,690,5,Отлично! Всё супер.,2025-08-02
560,215,103,4,"Хороший товар, рекомендую.",2025-07-31
561,425,637,3,"Нормально, сойдет.",2026-02-19
562,99,313,2,Качество не очень.,2024-11-07
563,221,102,4,"Хороший товар, рекомендую.",2024-06-14
564,111,52,5,Отлично! Всё супер.,2025-06-23
565,77,560,4,"Хороший товар, рекомендую.",2026-03-17
566,356,669,4,"Хороший товар, рекомендую.",2026-03-09
567,479,953,3,"Нормально, сойдет.",2024-06-29
568,18,33,3,"Нормально, сойдет.",2025-03-23
569,400,812,5,Отлично! Всё супер.,2024-11-13
570,458,822,4,"Хороший товар, рекомендую.",2025-01-13
571,70,72,4,"Хороший товар, рекомендую.",2025-08-26
572,101,420,5,Отлично! Всё супер.,2025-05-06
573,299,32,5,Отлично! Всё супер.,2025-12-29
574,239,488,1,"Ужасно, пришло сломанным.",2025-05-20
575,16,62,5,Отлично! Всё супер.,2025-07-18
576,125,140,2,Качество не очень.,2024-09-15
577,409,577,4,"Хороший товар, рекомендую.",2026-03-16
578,14,818,5,Отлично! Всё супер.,2025-05-27
579,316,473,4,"Хороший товар, рекомендую.",2025-01-24
580,386,798,2,Качество не очень.,2026-05-23
581,232,176,1,"Ужасно, пришло сломанным.",2024-09-02
582,56,210,3,"Нормально, сойдет.",2025-12-17
583,195,580,5,Отлично! Всё супер.,2025-12-09
584,261,484,1,"Ужасно, пришло сломанным.",2026-05-23
585,336,400,5,Отлично! Всё супер.,2026-03-27
586,96,123,4,"Хороший товар, рекомендую.",2024-09-10
587,422,260,1,"Ужасно, пришло сломанным.",2025-05-20
588,473,727,4,"Хороший товар, рекомендую.",2026-04-30
589,381,418,5,Отлично! Всё супер.,2025-05-10
590,254,114,5,Отлично! Всё супер.,2025-06-27
591,281,828,5,Отлично! Всё супер.,2024-12-30
592,36,486,5,Отлично! Всё супер.,2024-08-15
593,233,263,5,Отлично! Всё супер.,2026-04-11
594,209,56,4,"Хороший товар, рекомендую.",2024-09-23
595,75,845,5,Отлично! Всё супер.,2025-01-11
596,155,301,4,"Хороший товар, рекомендую.",2025-12-29
597,477,925,5,Отлично! Всё супер.,2025-11-10
598,185,148,3,"Нормально, сойдет.",2024-09-07
599,204,16,2,Качество не очень.,2025-03-10
600,93,220,3,"Нормально, сойдет.",2026-02-23
601,139,774,5,Отлично! Всё супер.,2024-08-09
602,489,751,2,Качество не очень.,2026-01-08
603,341,748,5,Отлично! Всё супер.,2026-02-15
604,140,313,1,"Ужасно, пришло сломанным.",2024-11-28
605,229,817,5,Отлично! Всё супер.,2025-12-25
606,453,185,5,Отлично! Всё супер.,2024-08-05
607,12,214,4,"Хороший товар, рекомендую.",2025-02-18
608,216,657,5,Отлично! Всё супер.,2024-10-08
609,162,97,5,Отлично! Всё супер.,2025-07-07
610,67,482,4,"Хороший товар, рекомендую.",2025-02-24
611,334,477,4,"Хороший товар, рекомендую.",2025-01-09
612,154,738,5,Отлично! Всё супер.,2025-05-27
613,497,994,5,Отлично! Всё супер.,2025-10-11
614,139,971,5,Отлично! Всё супер.,2026-01-01
615,355,368,4,"Хороший товар, рекомендую.",2025-07-12
616,180,115,5,Отлично! Всё супер.,2025-11-13
617,68,109,4,"Хороший товар, рекомендую.",2026-02-02
618,342,114,3,"Нормально, сойдет.",2024-08-05
619,477,550,4,"Хороший товар, рекомендую.",2025-12-09
620,431,94,5,Отлично! Всё супер.,2025-11-25
621,221,554,3,"Нормально, сойдет.",2025-02-08
622,388,720,5,Отлично! Всё супер.,2026-05-03
623,311,822,4,"Хороший товар, рекомендую.",2026-05-28
624,212,262,5,Отлично! Всё супер.,2024-07-08
625,220,811,4,"Хороший товар, рекомендую.",2025-05-11
626,264,691,5,Отлично! Всё супер.,2024-08-26
627,110,475,4,"Хороший товар, рекомендую.",2026-06-03
628,31,930,4,"Хороший товар, рекомендую.",2025-12-08
629,270,276,1,"Ужасно, пришло сломанным.",2026-02-15
630,133,25,4,"Хороший товар, рекомендую.",2025-07-18
631,119,449,5,Отлично! Всё супер.,2025-02-10
632,286,1000,5,Отлично! Всё супер.,2024-11-03
633,290,113,2,Качество не очень.,2026-03-24
634,252,299,5,Отлично! Всё супер.,2025-08-16
635,291,134,5,Отлично! Всё супер.,2025-11-04
636,154,45,2,Качество не очень.,2026-03-21
637,293,755,2,Качество не очень.,2026-04-21
638,271,956,5,Отлично! Всё супер.,2025-10-08
639,458,966,5,Отлично! Всё супер.,2024-07-06
640,202,623,5,Отлично! Всё супер.,2025-10-14
641,321,131,5,Отлично! Всё супер.,2025-10-09
642,403,334,5,Отлично! Всё супер.,2024-06-15
643,143,554,5,Отлично! Всё супер.,2024-12-17
644,224,277,4,"Хороший товар, рекомендую.",2024-09-23
645,487,41,4,"Хороший товар, рекомендую.",2025-09-07
646,61,230,5,Отлично! Всё супер.,2025-03-28
647,271,421,5,Отлично! Всё супер.,2026-04-17
648,222,192,4,"Хороший товар, рекомендую.",2024-11-27
649,439,10,3,"Нормально, сойдет.",2025-11-14
650,86,205,3,"Нормально, сойдет.",2024-11-07
651,252,703,5,Отлично! Всё супер.,2025-01-01
652,76,888,5,Отлично! Всё супер.,2025-06-09
653,463,337,1,"Ужасно, пришло сломанным.",2024-10-04
654,107,780,1,"Ужасно, пришло сломанным.",2025-06-20
655,32,22,4,"Хороший товар, рекомендую.",2026-03-03
656,266,386,1,"Ужасно, пришло сломанным.",2024-11-01
657,150,762,4,"Хороший товар, рекомендую.",2025-12-30
658,207,465,5,Отлично! Всё супер.,2025-06-29
659,57,627,4,"Хороший товар, рекомендую.",2025-01-14
660,265,534,1,"Ужасно, пришло сломанным.",2024-09-19
661,399,582,5,Отлично! Всё супер.,2024-11-10
662,63,259,5,Отлично! Всё супер.,2025-10-15
663,409,3,3,"Нормально, сойдет.",2026-04-20
664,489,877,1,"Ужасно, пришло сломанным.",2024-08-16
665,197,582,5,Отлично! Всё супер.,2025-07-15
666,322,156,5,Отлично! Всё супер.,2026-04-05
667,72,702,5,Отлично! Всё супер.,2025-12-22
668,479,468,4,"Хороший товар, рекомендую.",2026-01-12
669,298,690,5,Отлично! Всё супер.,2024-11-22
670,396,592,5,Отлично! Всё супер.,2024-06-11
671,379,734,5,Отлично! Всё супер.,2025-05-12
672,199,10,5,Отлично! Всё супер.,2024-07-31
673,376,345,5,Отлично! Всё супер.,2025-06-25
674,432,974,4,"Хороший товар, рекомендую.",2025-08-16
675,438,888,2,Качество не очень.,2025-09-26
676,218,492,5,Отлично! Всё супер.,2024-11-17
677,199,251,5,Отлично! Всё супер.,2025-12-12
678,12,944,1,"Ужасно, пришло сломанным.",2024-10-25
679,431,996,5,Отлично! Всё супер.,2024-07-09
680,142,701,5,Отлично! Всё супер.,2025-04-29
681,223,122,4,"Хороший товар, рекомендую.",2025-11-25
682,371,856,5,Отлично! Всё супер.,2024-12-30
683,229,85,4,"Хороший товар, рекомендую.",2025-09-28
684,268,904,5,Отлично! Всё супер.,2025-03-31
685,48,679,2,Качество не очень.,2025-10-12
686,331,379,5,Отлично! Всё супер.,2025-09-05
687,169,514,5,Отлично! Всё супер.,2024-12-08
688,294,986,3,"Нормально, сойдет.",2025-10-17
689,77,997,5,Отлично! Всё супер.,2025-03-06
690,326,267,1,"Ужасно, пришло сломанным.",2025-06-20
691,341,13,5,Отлично! Всё супер.,2025-07-26
692,105,332,2,Качество не очень.,2025-11-01
693,143,423,5,Отлично! Всё супер.,2024-10-26
694,229,330,4,"Хороший товар, рекомендую.",2026-04-21
695,295,622,4,"Хороший товар, рекомендую.",2025-01-28
696,146,596,5,Отлично! Всё супер.,2026-03-23
697,140,884,5,Отлично! Всё супер.,2024-12-06
698,227,152,4,"Хороший товар, рекомендую.",2026-04-19
699,49,60,5,Отлично! Всё супер.,2025-01-21
700,137,903,5,Отлично! Всё супер.,2025-11-09
701,9,830,5,Отлично! Всё супер.,2025-06-20
702,395,553,3,"Нормально, сойдет.",2025-06-24
703,353,520,5,Отлично! Всё супер.,2026-02-17
704,71,669,3,"Нормально, сойдет.",2025-10-11
705,229,611,4,"Хороший товар, рекомендую.",2025-04-09
706,148,992,5,Отлично! Всё супер.,2025-09-16
707,493,913,1,"Ужасно, пришло сломанным.",2025-03-13
708,18,544,4,"Хороший товар, рекомендую.",2025-08-05
709,455,72,4,"Хороший товар, рекомендую.",2025-06-17
710,353,333,4,"Хороший товар, рекомендую.",2025-01-24
711,240,233,5,Отлично! Всё супер.,2024-08-22
712,184,653,5,Отлично! Всё супер.,2024-11-26
713,211,320,5,Отлично! Всё супер.,2024-09-04
714,477,228,3,"Нормально, сойдет.",2026-04-24
715,233,18,4,"Хороший товар, рекомендую.",2026-05-06
716,45,164,1,"Ужасно, пришло сломанным.",2026-01-16
717,396,574,5,Отлично! Всё супер.,2026-01-23
718,283,719,5,Отлично! Всё супер.,2025-01-18
719,282,119,4,"Хороший товар, рекомендую.",2025-04-30
720,481,72,5,Отлично! Всё супер.,2025-05-22
721,403,647,5,Отлично! Всё супер.,2025-02-16
722,178,579,5,Отлично! Всё супер.,2024-12-18
723,341,888,1,"Ужасно, пришло сломанным.",2025-11-05
724,59,905,5,Отлично! Всё супер.,2025-05-05
725,238,617,1,"Ужасно, пришло сломанным.",2024-09-06
726,29,271,3,"Нормально, сойдет.",2024-10-23
727,13,56,4,"Хороший товар, рекомендую.",2025-06-04
728,288,249,2,Качество не очень.,2025-02-11
729,235,89,5,Отлично! Всё супер.,2025-11-04
730,371,901,1,"Ужасно, пришло сломанным.",2024-09-05
731,90,206,5,Отлично! Всё супер.,2025-03-05
732,66,582,5,Отлично! Всё супер.,2025-12-02
733,474,643,5,Отлично! Всё супер.,2025-04-14
734,180,92,4,"Хороший товар, рекомендую.",2025-12-08
735,336,927,3,"Нормально, сойдет.",2024-09-16
736,273,733,4,"Хороший товар, рекомендую.",2026-01-30
737,255,754,4,"Хороший товар, рекомендую.",2026-04-25
738,385,333,4,"Хороший товар, рекомендую.",2025-06-19
739,418,791,4,"Хороший товар, рекомендую.",2026-03-23
740,468,997,5,Отлично! Всё супер.,2026-02-24
741,160,391,5,Отлично! Всё супер.,2026-04-11
742,497,897,5,Отлично! Всё супер.,2025-06-23
743,91,916,4,"Хороший товар, рекомендую.",2025-09-18
744,226,430,3,"Нормально, сойдет.",2025-04-25
745,437,650,5,Отлично! Всё супер.,2025-11-24
746,423,990,4,"Хороший товар, рекомендую.",2024-12-08
747,319,91,1,"Ужасно, пришло сломанным.",2024-07-01
748,4,375,4,"Хороший товар, рекомендую.",2025-01-20
749,381,818,4,"Хороший товар, рекомендую.",2025-01-03
750,105,988,5,Отлично! Всё супер.,2025-07-08
751,252,866,5,Отлично! Всё супер.,2024-11-23
752,121,359,3,"Нормально, сойдет.",2026-05-01
753,216,86,5,Отлично! Всё супер.,2026-03-31
754,210,548,4,"Хороший товар, рекомендую.",2026-02-07
755,482,326,3,"Нормально, сойдет.",2025-04-22
756,384,696,5,Отлично! Всё супер.,2024-07-26
757,235,685,3,"Нормально, сойдет.",2025-08-19
758,202,464,5,Отлично! Всё супер.,2026-01-29
759,261,402,5,Отлично! Всё супер.,2025-02-15
760,361,829,5,Отлично! Всё супер.,2024-12-29
761,180,955,4,"Хороший товар, рекомендую.",2025-11-15
762,205,976,5,Отлично! Всё супер.,2025-02-10
763,67,283,3,"Нормально, сойдет.",2025-04-24
764,490,949,5,Отлично! Всё супер.,2025-04-08
765,227,906,5,Отлично! Всё супер.,2026-02-27
766,437,559,5,Отлично! Всё супер.,2025-05-18
767,439,865,4,"Хороший товар, рекомендую.",2025-05-05
768,320,301,4,"Хороший товар, рекомендую.",2025-04-14
769,425,83,4,"Хороший товар, рекомендую.",2024-12-28
770,297,62,5,Отлично! Всё супер.,2026-05-18
771,186,16,5,Отлично! Всё супер.,2024-07-21
772,500,956,1,"Ужасно, пришло сломанным.",2025-01-03
773,262,311,3,"Нормально, сойдет.",2025-06-21
774,248,309,5,Отлично! Всё супер.,2025-12-26
775,65,241,5,Отлично! Всё супер.,2024-11-26
776,140,832,4,"Хороший товар, рекомендую.",2025-02-27
777,28,315,4,"Хороший товар, рекомендую.",2025-10-16
778,450,757,5,Отлично! Всё супер.,2026-03-06
779,281,157,5,Отлично! Всё супер.,2024-07-14
780,78,89,5,Отлично! Всё супер.,2025-02-03
781,327,444,4,"Хороший товар, рекомендую.",2025-05-22
782,310,756,5,Отлично! Всё супер.,2025-04-23
783,84,366,5,Отлично! Всё супер.,2024-11-27
784,403,177,4,"Хороший товар, рекомендую.",2025-08-27
785,205,676,1,"Ужасно, пришло сломанным.",2026-04-20
786,411,290,5,Отлично! Всё супер.,2024-10-16
787,46,785,5,Отлично! Всё супер.,2025-07-30
788,344,728,3,"Нормально, сойдет.",2024-11-16
789,397,201,5,Отлично! Всё супер.,2026-02-04
790,42,544,5,Отлично! Всё супер.,2025-10-07
791,128,3,3,"Нормально, сойдет.",2024-09-02
792,220,240,5,Отлично! Всё супер.,2025-09-28
793,173,694,4,"Хороший товар, рекомендую.",2025-09-26
794,148,513,5,Отлично! Всё супер.,2025-02-20
795,258,826,5,Отлично! Всё супер.,2024-09-17
796,34,541,3,"Нормально, сойдет.",2025-09-21
797,301,821,5,Отлично! Всё супер.,2025-08-02
798,12,415,4,"Хороший товар, рекомендую.",2024-06-24
799,444,793,4,"Хороший товар, рекомендую.",2025-12-21
800,434,101,1,"Ужасно, пришло сломанным.",2024-06-25
801,23,187,5,Отлично! Всё супер.,2026-02-22
802,418,900,2,Качество не очень.,2025-03-30
803,101,673,4,"Хороший товар, рекомендую.",2024-08-18
804,43,822,5,Отлично! Всё супер.,2026-02-05
805,127,884,5,Отлично! Всё супер.,2025-12-08
806,363,412,1,"Ужасно, пришло сломанным.",2025-02-22
807,313,762,2,Качество не очень.,2026-05-18
808,218,5,5,Отлично! Всё супер.,2025-03-09
809,123,509,5,Отлично! Всё супер.,2026-01-25
810,366,748,3,"Нормально, сойдет.",2026-01-24
811,259,395,5,Отлично! Всё супер.,2025-08-12
812,30,208,2,Качество не очень.,2024-07-28
813,358,207,3,"Нормально, сойдет.",2025-10-30
814,229,564,3,"Нормально, сойдет.",2024-07-17
815,319,619,5,Отлично! Всё супер.,2025-07-16
816,26,83,5,Отлично! Всё супер.,2024-11-19
817,142,34,2,Качество не очень.,2025-03-17
818,108,305,5,Отлично! Всё супер.,2025-07-29
819,244,833,5,Отлично! Всё супер.,2024-11-10
820,55,769,3,"Нормально, сойдет.",2024-10-08
821,383,102,5,Отлично! Всё супер.,2026-03-22
822,239,781,5,Отлично! Всё супер.,2025-07-30
823,213,47,5,Отлично! Всё супер.,2025-04-12
824,54,906,5,Отлично! Всё супер.,2026-04-07
825,199,906,5,Отлично! Всё супер.,2025-12-18
826,390,963,5,Отлично! Всё супер.,2024-12-04
827,367,632,4,"Хороший товар, рекомендую.",2025-01-20
828,27,740,5,Отлично! Всё супер.,2026-02-21
829,51,596,5,Отлично! Всё супер.,2024-10-12
830,433,652,5,Отлично! Всё супер.,2026-05-17
831,269,337,4,"Хороший товар, рекомендую.",2025-03-26
832,472,10,5,Отлично! Всё супер.,2025-02-21
833,40,211,5,Отлично! Всё супер.,2025-04-26
834,175,229,5,Отлично! Всё супер.,2024-11-23
835,85,724,4,"Хороший товар, рекомендую.",2025-08-12
836,242,945,3,"Нормально, сойдет.",2025-12-30
837,271,693,3,"Нормально, сойдет.",2024-12-19
838,228,536,5,Отлично! Всё супер.,2026-06-09
839,242,141,5,Отлично! Всё супер.,2024-06-19
840,307,779,5,Отлично! Всё супер.,2024-07-07
841,117,480,2,Качество не очень.,2026-03-27
842,213,109,3,"Нормально, сойдет.",2024-06-24
843,283,707,4,"Хороший товар, рекомендую.",2026-01-16
844,399,631,5,Отлично! Всё супер.,2026-06-09
845,428,159,4,"Хороший товар, рекомендую.",2025-07-22
846,104,694,3,"Нормально, сойдет.",2024-08-27
847,389,603,5,Отлично! Всё супер.,2025-07-03
848,197,258,5,Отлично! Всё супер.,2025-04-14
849,397,124,4,"Хороший товар, рекомендую.",2026-02-13
850,249,347,5,Отлично! Всё супер.,2025-06-20
851,21,459,5,Отлично! Всё супер.,2024-07-11
852,287,885,5,Отлично! Всё супер.,2024-10-08
853,463,8,3,"Нормально, сойдет.",2025-01-14
854,147,561,3,"Нормально, сойдет.",2025-01-29
855,371,734,1,"Ужасно, пришло сломанным.",2024-06-27
856,402,361,5,Отлично! Всё супер.,2024-12-04
857,497,513,4,"Хороший товар, рекомендую.",2025-10-12
858,87,667,1,"Ужасно, пришло сломанным.",2026-01-29
859,445,301,4,"Хороший товар, рекомендую.",2025-11-25
860,394,139,3,"Нормально, сойдет.",2024-12-18
861,203,988,4,"Хороший товар, рекомендую.",2024-07-05
862,497,845,3,"Нормально, сойдет.",2025-01-06
863,300,39,3,"Нормально, сойдет.",2026-01-12
864,197,617,5,Отлично! Всё супер.,2024-09-13
865,196,565,5,Отлично! Всё супер.,2026-03-02
866,234,266,4,"Хороший товар, рекомендую.",2026-02-07
867,242,21,4,"Хороший товар, рекомендую.",2025-03-29
868,227,699,4,"Хороший товар, рекомендую.",2025-10-30
869,34,448,5,Отлично! Всё супер.,2025-04-16
870,61,252,5,Отлично! Всё супер.,2024-09-18
871,469,954,5,Отлично! Всё супер.,2026-03-06
872,384,963,4,"Хороший товар, рекомендую.",2026-01-05
873,73,92,5,Отлично! Всё супер.,2026-04-20
874,377,119,4,"Хороший товар, рекомендую.",2025-01-04
875,459,306,5,Отлично! Всё супер.,2026-04-09
876,199,75,5,Отлично! Всё супер.,2024-08-13
877,476,10,1,"Ужасно, пришло сломанным.",2024-08-07
878,187,48,4,"Хороший товар, рекомендую.",2024-08-05
879,489,833,5,Отлично! Всё супер.,2025-07-05
880,393,265,5,Отлично! Всё супер.,2025-12-21
881,81,289,5,Отлично! Всё супер.,2025-12-07
882,360,767,5,Отлично! Всё супер.,2026-01-22
883,318,552,5,Отлично! Всё супер.,2025-12-30
884,296,141,5,Отлично! Всё супер.,2025-04-27
885,438,300,4,"Хороший товар, рекомендую.",2024-06-24
886,113,25,5,Отлично! Всё супер.,2024-06-20
887,468,110,1,"Ужасно, пришло сломанным.",2026-01-06
888,308,829,5,Отлично! Всё супер.,2026-03-15
889,417,16,5,Отлично! Всё супер.,2025-08-03
890,118,48,4,"Хороший товар, рекомендую.",2025-09-21
891,189,934,3,"Нормально, сойдет.",2026-05-23
892,244,737,2,Качество не очень.,2024-10-04
893,414,732,4,"Хороший товар, рекомендую.",2024-08-22
894,199,716,5,Отлично! Всё супер.,2026-01-01
895,366,814,4,"Хороший товар, рекомендую.",2025-09-08
896,342,889,4,"Хороший товар, рекомендую.",2026-02-14
897,442,338,5,Отлично! Всё супер.,2025-04-08
898,282,93,4,"Хороший товар, рекомендую.",2024-11-06
899,167,18,2,Качество не очень.,2026-03-16
900,451,780,5,Отлично! Всё супер.,2025-09-22
901,256,431,4,"Хороший товар, рекомендую.",2026-04-07
902,80,503,4,"Хороший товар, рекомендую.",2025-02-06
903,414,600,5,Отлично! Всё супер.,2026-02-08
904,439,983,5,Отлично! Всё супер.,2025-02-15
905,242,253,3,"Нормально, сойдет.",2025-05-05
906,165,763,5,Отлично! Всё супер.,2025-07-11
907,443,114,5,Отлично! Всё супер.,2026-01-07
908,395,79,3,"Нормально, сойдет.",2024-06-27
909,465,505,5,Отлично! Всё супер.,2025-01-29
910,51,138,4,"Хороший товар, рекомендую.",2025-01-07
911,191,784,4,"Хороший товар, рекомендую.",2025-05-31
912,260,101,5,Отлично! Всё супер.,2024-11-13
913,133,159,4,"Хороший товар, рекомендую.",2024-08-25
914,481,655,4,"Хороший товар, рекомендую.",2024-12-31
915,344,832,1,"Ужасно, пришло сломанным.",2025-10-31
916,83,233,5,Отлично! Всё супер.,2025-08-30
917,10,158,5,Отлично! Всё супер.,2025-06-10
918,150,446,4,"Хороший товар, рекомендую.",2025-03-28
919,432,379,5,Отлично! Всё супер.,2025-01-21
920,217,792,5,Отлично! Всё супер.,2025-05-08
921,73,38,4,"Хороший товар, рекомендую.",2024-08-20
922,227,105,4,"Хороший товар, рекомендую.",2024-11-28
923,105,63,1,"Ужасно, пришло сломанным.",2025-04-20
924,238,126,5,Отлично! Всё супер.,2025-08-18
925,413,270,4,"Хороший товар, рекомендую.",2025-01-11
926,247,545,5,Отлично! Всё супер.,2025-06-19
927,386,236,5,Отлично! Всё супер.,2025-01-15
928,371,63,4,"Хороший товар, рекомендую.",2026-05-15
929,250,326,4,"Хороший товар, рекомендую.",2025-12-06
930,117,543,4,"Хороший товар, рекомендую.",2025-07-28
931,96,910,1,"Ужасно, пришло сломанным.",2025-07-07
932,421,75,4,"Хороший товар, рекомендую.",2024-12-15
933,258,867,5,Отлично! Всё супер.,2025-04-02
934,236,688,4,"Хороший товар, рекомендую.",2024-06-22
935,26,166,3,"Нормально, сойдет.",2025-06-30
936,171,266,5,Отлично! Всё супер.,2025-12-26
937,202,702,5,Отлично! Всё супер.,2025-04-10
938,76,915,5,Отлично! Всё супер.,2025-03-25
939,285,529,4,"Хороший товар, рекомендую.",2026-01-22
940,24,460,5,Отлично! Всё супер.,2025-08-07
941,129,140,4,"Хороший товар, рекомендую.",2025-12-16
942,335,914,1,"Ужасно, пришло сломанным.",2024-09-01
943,106,148,4,"Хороший товар, рекомендую.",2025-05-26
944,35,881,4,"Хороший товар, рекомендую.",2024-11-30
945,106,966,5,Отлично! Всё супер.,2025-08-31
946,373,562,4,"Хороший товар, рекомендую.",2024-06-28
947,206,488,5,Отлично! Всё супер.,2025-04-13
948,71,367,4,"Хороший товар, рекомендую.",2026-01-29
949,112,915,5,Отлично! Всё супер.,2024-12-06
950,370,517,5,Отлично! Всё супер.,2025-05-22
951,311,54,5,Отлично! Всё супер.,2025-03-23
952,344,711,4,"Хороший товар, рекомендую.",2025-06-14
953,135,530,1,"Ужасно, пришло сломанным.",2025-08-20
954,268,403,5,Отлично! Всё супер.,2024-09-01
955,120,181,5,Отлично! Всё супер.,2025-10-21
956,172,799,2,Качество не очень.,2025-02-05
957,121,266,4,"Хороший товар, рекомендую.",2025-02-22
958,404,27,1,"Ужасно, пришло сломанным.",2024-09-28
959,484,855,5,Отлично! Всё супер.,2026-02-27
960,75,486,5,Отлично! Всё супер.,2025-10-11
961,215,761,4,"Хороший товар, рекомендую.",2024-08-12
962,464,336,2,Качество не очень.,2024-08-22
963,231,440,5,Отлично! Всё супер.,2025-08-18
964,398,10,5,Отлично! Всё супер.,2024-10-18
965,350,672,4,"Хороший товар, рекомендую.",2024-11-17
966,211,462,5,Отлично! Всё супер.,2026-04-11
967,243,513,2,Качество не очень.,2025-06-24
968,238,512,5,Отлично! Всё супер.,2025-09-12
969,177,261,5,Отлично! Всё супер.,2024-12-20
970,436,79,3,"Нормально, сойдет.",2024-08-13
971,442,29,5,Отлично! Всё супер.,2024-09-26
972,401,540,4,"Хороший товар, рекомендую.",2025-04-18
973,433,186,4,"Хороший товар, рекомендую.",2025-09-30
974,441,413,4,"Хороший товар, рекомендую.",2026-03-21
975,67,467,5,Отлично! Всё супер.,2025-06-11
976,93,62,5,Отлично! Всё супер.,2025-07-20
977,90,967,5,Отлично! Всё супер.,2025-12-22
978,247,106,5,Отлично! Всё супер.,2026-03-23
979,39,856,3,"Нормально, сойдет.",2025-08-23
980,190,667,4,"Хороший товар, рекомендую.",2026-01-20
981,219,622,5,Отлично! Всё супер.,2024-12-06
982,252,110,3,"Нормально, сойдет.",2024-07-24
983,30,799,4,"Хороший товар, рекомендую.",2026-01-26
984,316,905,4,"Хороший товар, рекомендую.",2025-06-27
985,59,296,5,Отлично! Всё супер.,2024-12-21
986,283,414,4,"Хороший товар, рекомендую.",2025-04-24
987,120,34,5,Отлично! Всё супер.,2025-02-05
988,482,107,4,"Хороший товар, рекомендую.",2026-01-05
989,490,593,5,Отлично! Всё супер.,2025-02-26
990,300,878,1,"Ужасно, пришло сломанным.",2026-03-19
991,96,31,5,Отлично! Всё супер.,2024-10-03
992,383,424,5,Отлично! Всё супер.,2024-07-07
993,292,814,5,Отлично! Всё супер.,2025-02-13
994,49,912,5,Отлично! Всё супер.,2025-11-26
995,348,408,4,"Хороший товар, рекомендую.",2025-08-22
996,425,80,4,"Хороший товар, рекомендую.",2025-09-17
997,280,26,2,Качество не очень.,2025-04-20
998,231,476,5,Отлично! Всё супер.,2026-04-16
999,389,20,5,Отлично! Всё супер.,2024-06-13
1000,413,83,5,Отлично! Всё супер.,2025-01-03
