order_id,customer_id,order_date,status,total_amount
757,430,2025-06-13,Completed,124389
758,373,2026-06-10,Completed,125170
759,392,2025-06-18,Completed,257442
760,451,2026-01-02,Processing,142311
761,493,2026-05-28,Processing,77101
762,156,2026-05-15,Processing,101019
763,382,2025-07-03,Completed,40659
764,78,2025-10-17,Completed,71872
765,55,2026-04-18,Completed,68418
766,95,2026-04-25,Completed,90948
767,391,2026-04-07,Cancelled,131904
768,316,2025-09-27,Completed,67994
769,311,2025-08-03,Cancelled,105325
770,314,2026-04-20,Completed,185372
771,306,2026-06-02,Completed,96911
772,119,2026-05-12,Completed,23126
773,184,2025-09-08,Completed,106157
774,353,2026-04-10,Processing,75109
775,69,2025-07-02,Cancelled,29872
776,434,2025-08-01,Cancelled,103671
777,241,2026-05-30,Completed,68229
778,95,2026-02-24,Processing,47202
779,252,2025-10-28,Processing,61440
780,71,2025-06-21,Completed,14420
781,99,2026-05-31,Completed,39450
782,17,2025-10-26,Processing,27474
783,392,2026-02-23,Completed,48877
784,474,2026-02-09,Completed,100336
785,487,2025-07-08,Processing,106392
786,114,2026-04-14,Completed,42488
787,388,2026-04-26,Completed,51952
788,34,2025-06-23,Completed,108485
789,475,2025-10-23,Processing,100927
790,444,2025-07-10,Cancelled,40536
791,251,2025-07-10,Completed,99574
792,444,2026-01-06,Processing,95705
793,455,2026-04-05,Completed,47946
794,219,2025-08-05,Processing,95126
795,398,2025-08-17,Completed,89456
796,312,2026-03-11,Processing,26984
797,369,2026-03-12,Completed,25803
798,202,2026-02-22,Cancelled,62780
799,481,2025-09-29,Cancelled,165344
800,305,2025-11-09,Cancelled,58038
801,269,2025-10-13,Completed,93768
802,267,2026-03-24,Completed,67062
803,232,2026-02-21,Processing,31690
804,424,2025-09-24,Completed,224841
805,450,2025-08-08,Completed,52043
806,266,2026-04-30,Cancelled,32986
807,203,2025-06-23,Completed,55309
808,286,2026-03-13,Processing,105653
809,265,2025-12-13,Completed,47602
810,98,2025-06-15,Completed,49671
811,226,2026-04-12,Processing,208767
812,453,2026-02-15,Completed,73716
813,397,2026-04-28,Completed,78142
814,237,2025-12-31,Completed,154451
815,217,2026-04-11,Completed,88405
816,314,2026-05-14,Completed,75196
817,354,2025-12-12,Cancelled,62062
818,463,2026-02-26,Completed,43200
819,238,2025-11-14,Processing,77836
820,47,2025-08-08,Cancelled,55998
821,58,2026-06-03,Completed,9506
822,399,2025-12-19,Cancelled,135453
823,481,2026-06-04,Cancelled,30548
824,70,2025-07-27,Processing,50406
825,212,2025-08-28,Completed,87235
826,231,2026-01-24,Completed,51844
827,92,2025-08-31,Processing,68108
828,303,2025-08-18,Completed,101240
829,452,2026-03-12,Processing,7776
830,47,2026-01-02,Completed,22487
831,166,2026-04-16,Completed,115069
832,368,2026-04-06,Completed,6068
833,47,2025-11-30,Completed,58134
834,362,2025-10-04,Processing,104016
835,325,2026-02-01,Completed,226020
836,44,2026-04-10,Cancelled,98474
837,363,2025-08-11,Processing,32558
838,373,2026-04-02,Cancelled,153448
839,314,2026-02-03,Completed,172635
840,194,2025-08-22,Cancelled,55764
841,195,2025-07-21,Completed,119916
842,394,2025-07-10,Completed,25769
843,468,2026-01-18,Completed,54087
844,290,2026-04-17,Completed,87175
845,84,2025-06-22,Completed,107058
846,92,2025-09-23,Completed,179802
847,215,2025-12-27,Completed,6372
848,159,2025-07-05,Processing,69346
849,148,2026-01-16,Completed,37866
850,61,2026-03-15,Completed,36083
851,492,2025-10-03,Completed,46949
852,2,2025-12-30,Cancelled,86933
853,392,2026-01-31,Completed,139339
854,7,2025-06-23,Processing,98918
855,255,2025-09-18,Processing,28336
856,279,2026-06-04,Completed,58825
857,312,2026-01-04,Processing,135930
858,122,2026-01-04,Completed,68607
859,302,2026-03-28,Processing,58628
860,233,2025-06-28,Processing,27562
861,227,2025-10-05,Completed,162846
862,308,2026-05-23,Cancelled,98630
863,4,2025-06-15,Completed,41374
864,452,2025-10-20,Cancelled,29360
865,143,2025-09-23,Cancelled,31031
866,322,2025-11-04,Cancelled,25669
867,420,2025-08-22,Completed,81360
868,26,2026-03-14,Completed,48622
869,76,2026-03-04,Completed,152639
870,335,2026-06-03,Completed,24252
871,19,2026-02-24,Completed,28603
872,438,2025-07-17,Completed,82022
873,342,2025-11-08,Cancelled,56176
874,430,2026-03-10,Cancelled,263148
875,153,2025-07-18,Completed,99270
876,472,2026-04-03,Completed,67956
877,26,2025-08-05,Completed,43200
878,214,2026-01-12,Completed,41349
879,83,2025-10-29,Completed,127559
880,313,2026-01-12,Cancelled,48237
881,294,2026-04-19,Cancelled,3372
882,91,2025-09-26,Processing,176986
883,384,2025-08-06,Cancelled,70813
884,185,2025-11-28,Completed,72687
885,48,2026-05-01,Completed,44600
886,166,2025-07-16,Completed,62234
887,460,2026-03-01,Processing,43586
888,420,2026-05-01,Completed,164108
889,389,2026-04-03,Processing,124312
890,432,2026-02-06,Cancelled,49511
891,34,2026-03-20,Completed,69213
892,242,2025-08-09,Completed,9483
893,63,2026-05-30,Completed,44912
894,169,2025-12-17,Cancelled,39822
895,212,2026-03-05,Cancelled,44273
896,108,2026-02-05,Completed,84163
897,314,2026-05-18,Completed,117667
898,56,2025-10-14,Cancelled,59505
899,374,2026-03-26,Cancelled,2912
900,45,2025-10-14,Processing,2850
901,371,2025-10-21,Cancelled,158469
902,479,2026-04-21,Completed,15974
903,219,2025-11-16,Cancelled,14862
904,435,2026-05-03,Completed,125739
905,133,2026-03-22,Cancelled,2422
906,295,2025-10-31,Cancelled,122700
907,182,2025-08-27,Completed,46848
908,315,2026-01-21,Cancelled,80781
909,255,2025-07-09,Cancelled,96962
910,374,2025-08-06,Processing,42981
911,253,2026-01-27,Completed,5249
912,453,2025-12-11,Cancelled,2379
913,120,2026-04-02,Completed,98208
914,100,2025-08-03,Completed,49327
915,61,2026-04-26,Completed,80952
916,239,2025-12-29,Completed,165188
917,378,2026-06-01,Completed,8253
918,410,2026-03-25,Cancelled,98833
919,213,2025-07-13,Processing,69376
920,24,2025-07-16,Completed,43122
921,180,2025-10-04,Cancelled,116847
922,413,2026-05-19,Completed,42578
923,6,2025-08-10,Completed,69721
924,354,2025-09-22,Completed,25480
925,131,2025-10-22,Completed,122491
926,158,2025-07-14,Completed,111974
927,260,2025-08-16,Cancelled,58462
928,166,2026-03-21,Completed,75958
929,59,2025-09-14,Completed,63595
930,175,2025-12-02,Processing,157339
931,371,2025-09-13,Cancelled,38660
932,316,2026-04-28,Completed,92255
933,427,2026-02-05,Completed,44203
934,100,2025-08-02,Completed,14867
935,427,2025-07-27,Completed,120038
936,473,2026-01-06,Processing,96338
937,470,2025-06-26,Processing,37265
938,409,2026-04-22,Completed,108135
939,331,2025-11-05,Completed,77264
940,247,2026-04-21,Completed,116150
941,322,2026-05-13,Processing,47774
942,457,2025-07-29,Cancelled,64331
943,459,2025-10-24,Completed,95304
944,237,2026-04-17,Processing,67182
945,476,2026-05-26,Completed,156792
946,428,2025-10-26,Cancelled,50008
947,154,2026-02-16,Cancelled,110452
948,372,2025-12-14,Completed,103964
949,285,2025-09-16,Cancelled,25370
950,10,2026-04-28,Completed,102288
951,296,2026-02-16,Completed,188034
952,410,2026-01-25,Completed,105860
953,34,2026-02-02,Completed,36200
954,144,2026-03-10,Completed,21286
955,174,2025-09-09,Processing,68266
956,321,2026-04-08,Cancelled,208924
957,432,2025-06-14,Completed,81804
958,293,2026-04-20,Cancelled,32389
959,200,2025-09-26,Completed,101138
960,305,2025-08-08,Completed,102113
961,443,2025-11-05,Completed,83731
962,362,2025-07-08,Completed,29282
963,364,2025-11-01,Completed,31390
964,140,2025-11-28,Processing,98532
965,45,2025-07-16,Processing,98026
966,450,2025-11-29,Completed,155095
967,191,2026-02-02,Processing,101123
968,425,2026-05-07,Completed,61862
969,111,2025-11-29,Cancelled,42572
970,155,2025-07-13,Completed,76886
971,58,2026-03-06,Completed,130317
972,402,2026-05-13,Completed,100802
973,399,2026-05-15,Completed,10186
974,468,2026-03-20,Completed,50406
975,228,2025-08-24,Cancelled,117578
976,13,2025-10-10,Processing,74064
977,464,2025-10-06,Cancelled,160661
978,79,2026-06-11,Completed,5867
979,175,2025-12-06,Processing,95764
980,376,2026-02-24,Cancelled,76446
981,159,2025-12-03,Completed,64456
982,74,2025-09-21,Completed,101894
983,421,2025-06-26,Cancelled,32326
984,347,2025-08-08,Completed,113878
985,106,2025-12-01,Completed,87242
986,236,2026-02-01,Processing,25218
987,366,2025-10-07,Cancelled,101183
988,60,2025-06-23,Completed,22425
989,160,2026-01-17,Completed,133770
990,352,2025-10-29,Cancelled,14305
991,447,2026-05-20,Completed,64017
992,171,2025-10-22,Processing,35915
993,456,2025-11-16,Completed,34400
994,53,2025-12-02,Cancelled,34777
995,393,2025-07-01,Completed,71930
996,12,2026-04-25,Cancelled,166742
997,389,2026-05-26,Completed,215122
998,328,2026-02-17,Completed,78738
999,165,2025-09-18,Completed,24568
1000,99,2026-01-30,Completed,157236
1001,142,2025-07-12,Cancelled,101040
1002,164,2025-07-07,Processing,195949
1003,344,2025-11-07,Completed,81584
1004,140,2025-09-29,Completed,136580
1005,81,2026-02-27,Completed,113464
1006,59,2026-04-26,Completed,124318
1007,491,2025-12-21,Cancelled,79570
1008,287,2026-02-12,Cancelled,113369
1009,53,2025-09-14,Completed,54222
1010,278,2026-04-11,Completed,31381
1011,282,2025-07-15,Completed,77449
1012,139,2026-05-08,Completed,101747
1013,483,2025-10-15,Completed,73924
1014,294,2026-03-14,Completed,47563
1015,88,2025-08-11,Completed,43735
1016,160,2025-10-17,Cancelled,137389
1017,457,2025-11-12,Completed,30760
1018,277,2025-12-03,Processing,69184
1019,26,2026-02-19,Completed,106447
1020,15,2025-08-09,Processing,77450
1021,463,2026-02-21,Completed,103560
1022,55,2025-10-19,Processing,107544
1023,28,2026-02-20,Completed,98529
1024,219,2025-11-01,Processing,58989
1025,92,2025-06-15,Cancelled,70606
1026,457,2026-03-25,Cancelled,89056
1027,323,2026-01-16,Processing,115219
1028,316,2025-07-10,Completed,129192
1029,160,2026-02-11,Completed,10622
1030,419,2026-01-23,Completed,63954
1031,366,2025-10-08,Cancelled,41263
1032,41,2026-06-08,Processing,100423
1033,291,2026-05-21,Completed,44586
1034,48,2026-03-10,Processing,49146
1035,50,2026-03-08,Processing,43168
1036,159,2025-10-05,Processing,77054
1037,241,2025-08-06,Completed,124068
1038,486,2025-11-26,Completed,65542
1039,74,2025-08-04,Cancelled,12789
1040,133,2026-04-24,Completed,169164
1041,201,2025-07-23,Completed,90076
1042,359,2026-06-02,Completed,112240
1043,404,2025-11-07,Completed,55346
1044,233,2025-12-19,Processing,124302
1045,16,2025-06-13,Completed,59182
1046,244,2025-11-23,Completed,120622
1047,180,2026-04-12,Processing,187100
1048,237,2025-07-28,Completed,127602
1049,145,2025-11-23,Completed,67062
1050,310,2026-06-01,Cancelled,84343
1051,66,2025-07-17,Cancelled,148869
1052,53,2025-08-31,Processing,91060
1053,419,2026-06-05,Completed,156734
1054,167,2025-11-12,Cancelled,67805
1055,333,2025-12-28,Completed,133605
1056,406,2025-08-11,Completed,158566
1057,273,2025-10-28,Processing,7332
1058,206,2025-10-17,Cancelled,59468
1059,212,2026-05-26,Completed,87761
1060,318,2026-06-02,Completed,137756
1061,281,2026-01-09,Completed,158451
1062,499,2025-06-17,Processing,68106
1063,197,2026-04-05,Completed,157500
1064,175,2025-06-17,Completed,94496
1065,417,2026-05-06,Cancelled,116431
1066,221,2025-12-12,Processing,96370
1067,291,2026-04-25,Completed,124344
1068,279,2026-02-22,Completed,10114
1069,89,2026-02-04,Completed,113277
1070,379,2025-11-25,Cancelled,128532
1071,429,2025-11-09,Processing,104927
1072,59,2025-10-18,Cancelled,96062
1073,306,2025-12-27,Processing,98766
1074,167,2025-12-20,Cancelled,111648
1075,50,2026-03-19,Processing,33295
1076,91,2025-07-23,Completed,23826
1077,490,2025-08-15,Processing,94291
1078,36,2025-11-15,Cancelled,73567
1079,56,2025-08-15,Cancelled,87766
1080,395,2026-01-15,Processing,31891
1081,168,2025-12-27,Processing,71658
1082,331,2025-10-29,Completed,80528
1083,47,2026-04-17,Completed,20321
1084,419,2026-02-19,Completed,36916
1085,455,2025-11-19,Cancelled,42875
1086,463,2025-09-23,Completed,80192
1087,388,2026-01-25,Completed,90556
1088,339,2026-05-16,Completed,41539
1089,232,2026-04-21,Cancelled,120656
1090,150,2026-06-11,Processing,45148
1091,316,2026-04-02,Cancelled,61705
1092,229,2025-07-19,Completed,54976
1093,106,2026-02-04,Completed,134769
1094,154,2026-01-23,Cancelled,15718
1095,407,2025-11-09,Completed,73930
1096,471,2025-12-10,Processing,44718
1097,368,2026-03-14,Completed,88897
1098,46,2026-05-17,Cancelled,68751
1099,5,2025-07-18,Cancelled,153317
1100,262,2025-11-21,Processing,83110
1101,434,2026-01-10,Completed,91359
1102,437,2025-06-23,Completed,18212
1103,32,2025-09-26,Completed,24971
1104,462,2025-11-12,Cancelled,75822
1105,496,2025-09-01,Completed,4753
1106,1,2025-11-25,Cancelled,12969
1107,421,2025-10-29,Completed,41293
1108,57,2025-08-22,Completed,143527
1109,444,2025-11-30,Completed,67142
1110,121,2025-07-27,Processing,55346
1111,360,2026-06-01,Cancelled,83437
1112,202,2026-05-12,Completed,39798
1113,365,2025-11-10,Processing,53406
1114,208,2026-04-08,Processing,22784
1115,223,2026-02-24,Cancelled,104346
1116,109,2026-03-10,Completed,65501
1117,244,2025-06-14,Completed,61500
1118,97,2025-10-27,Cancelled,88195
1119,197,2025-09-01,Completed,203518
1120,431,2025-09-23,Processing,123299
1121,79,2026-04-29,Completed,41892
1122,447,2025-09-16,Completed,19993
1123,69,2026-04-14,Completed,25370
1124,37,2026-03-30,Completed,163450
1125,74,2025-11-10,Processing,44240
1126,337,2025-09-08,Processing,120429
1127,500,2026-05-07,Completed,16440
1128,44,2025-11-10,Completed,64255
1129,329,2025-06-17,Processing,42737
1130,441,2025-08-07,Processing,36840
1131,458,2025-10-27,Cancelled,101434
1132,477,2026-04-06,Processing,155946
1133,320,2026-04-08,Completed,72200
1134,233,2026-01-17,Cancelled,288834
1135,218,2025-10-12,Cancelled,36760
1136,420,2026-05-29,Processing,84613
1137,197,2026-06-10,Completed,197453
1138,116,2025-09-08,Completed,74767
1139,218,2026-06-03,Cancelled,9748
1140,4,2025-08-21,Cancelled,54976
1141,256,2026-02-02,Completed,65362
1142,365,2026-04-11,Cancelled,54527
1143,138,2026-04-01,Processing,31111
1144,475,2026-01-09,Cancelled,110745
1145,296,2025-07-29,Completed,169023
1146,18,2026-01-30,Completed,131911
1147,291,2026-06-04,Processing,77661
1148,361,2025-08-14,Completed,28603
1149,58,2026-05-08,Cancelled,51872
1150,247,2025-12-18,Completed,97838
1151,73,2025-11-19,Cancelled,54978
1152,440,2025-07-18,Completed,9824
1153,239,2026-04-01,Cancelled,13842
1154,41,2025-12-13,Cancelled,14432
1155,456,2026-01-29,Cancelled,11302
1156,46,2026-03-26,Completed,36822
1157,242,2026-04-16,Completed,81318
1158,351,2026-01-27,Cancelled,107207
1159,409,2025-09-15,Cancelled,89686
1160,160,2025-12-31,Cancelled,68462
1161,28,2026-05-25,Completed,129063
1162,274,2025-08-25,Completed,161420
1163,241,2025-07-16,Processing,89846
1164,263,2025-11-19,Processing,24568
1165,294,2026-01-28,Completed,98716
1166,216,2026-01-15,Completed,18494
1167,492,2025-06-22,Completed,57332
1168,149,2026-02-25,Completed,21944
1169,19,2026-05-14,Cancelled,57374
1170,384,2025-07-10,Completed,69168
1171,373,2025-10-29,Cancelled,90935
1172,134,2026-03-10,Completed,237898
1173,323,2025-07-29,Processing,48618
1174,297,2025-11-25,Completed,76625
1175,294,2026-01-29,Completed,122972
1176,337,2025-10-21,Completed,1909
1177,415,2025-09-07,Cancelled,36481
1178,14,2026-05-06,Completed,78814
1179,249,2025-09-28,Completed,126968
1180,65,2025-12-24,Cancelled,125668
1181,40,2025-09-09,Completed,104138
1182,130,2026-03-24,Completed,36624
1183,316,2026-03-26,Completed,49102
1184,141,2026-03-20,Completed,10428
1185,8,2026-02-08,Completed,115336
1186,310,2025-09-20,Completed,87776
1187,466,2026-05-20,Cancelled,20372
1188,379,2026-01-27,Completed,77577
1189,338,2026-01-31,Processing,56363
1190,190,2026-01-10,Completed,55328
1191,134,2025-07-19,Completed,107334
1192,249,2025-11-27,Completed,19736
1193,410,2026-01-16,Cancelled,48052
1194,442,2025-07-21,Completed,78090
1195,176,2025-09-23,Completed,5057
1196,496,2026-05-05,Completed,121744
1197,305,2025-07-15,Completed,119136
1198,429,2025-12-09,Processing,8100
1199,386,2025-10-22,Processing,107382
1200,395,2026-04-14,Processing,74010
1201,122,2025-11-02,Processing,83149
1202,372,2025-12-08,Completed,7483
1203,108,2025-06-20,Cancelled,34666
1204,376,2025-07-08,Completed,77214
1205,28,2026-05-29,Completed,48752
1206,387,2025-07-09,Completed,30470
1207,27,2026-02-18,Completed,48097
1208,238,2025-10-27,Processing,106248
1209,244,2025-10-04,Completed,21366
1210,244,2026-05-10,Cancelled,226130
1211,120,2026-04-03,Processing,107007
1212,350,2025-08-16,Processing,50262
1213,243,2025-06-15,Completed,81670
1214,75,2025-08-16,Cancelled,93906
1215,446,2026-01-05,Processing,43614
1216,7,2026-01-20,Completed,90109
1217,475,2025-06-23,Processing,98606
1218,196,2026-06-04,Completed,39826
1219,493,2026-06-10,Cancelled,74708
1220,350,2025-12-06,Completed,20612
1221,50,2026-01-22,Cancelled,7712
1222,327,2025-12-29,Completed,152769
1223,490,2025-08-08,Processing,76537
1224,313,2026-03-10,Completed,145846
1225,172,2026-05-17,Completed,14564
1226,137,2025-08-21,Completed,34240
1227,131,2025-06-22,Cancelled,42549
1228,201,2025-06-20,Processing,77196
1229,396,2025-12-16,Completed,61895
1230,376,2025-08-06,Cancelled,67142
1231,395,2026-04-25,Completed,162419
1232,267,2025-07-24,Completed,103739
1233,347,2025-08-30,Completed,149694
1234,161,2025-10-09,Cancelled,83954
1235,6,2025-08-31,Completed,18097
1236,426,2026-03-05,Completed,59472
1237,7,2026-05-21,Processing,37746
1238,51,2025-09-17,Cancelled,28986
1239,54,2025-12-05,Processing,101242
1240,180,2026-05-26,Completed,139530
1241,372,2025-10-17,Completed,34794
1242,129,2025-12-30,Completed,78652
1243,18,2025-09-27,Completed,153858
1244,318,2026-03-11,Completed,120453
1245,30,2025-12-10,Cancelled,9335
1246,337,2025-12-16,Completed,168601
1247,487,2025-11-05,Cancelled,8470
1248,327,2025-08-21,Completed,134388
1249,363,2025-08-14,Completed,50810
1250,45,2026-02-18,Cancelled,114168
1251,67,2026-05-02,Processing,1632
1252,337,2025-09-22,Cancelled,90498
1253,412,2025-11-02,Completed,90138
1254,459,2026-01-11,Completed,28038
1255,357,2026-03-19,Completed,37911
1256,130,2025-10-04,Completed,153077
1257,240,2026-03-29,Completed,84218
1258,328,2026-05-27,Processing,160063
1259,473,2025-12-07,Completed,35470
1260,394,2026-05-01,Processing,92418
1261,355,2025-11-14,Completed,37821
1262,132,2026-03-12,Completed,145756
1263,400,2026-04-06,Completed,156327
1264,142,2026-01-25,Completed,38714
1265,196,2026-01-20,Processing,127304
1266,171,2025-11-16,Completed,17282
1267,133,2026-01-05,Completed,32795
1268,92,2025-10-26,Processing,95663
1269,36,2026-01-29,Processing,81886
1270,476,2025-07-05,Completed,110032
1271,313,2025-08-12,Processing,7734
1272,92,2025-06-24,Processing,106203
1273,56,2025-12-16,Completed,35213
1274,277,2026-01-12,Processing,120046
1275,112,2025-09-27,Cancelled,174147
1276,330,2026-04-10,Completed,95581
1277,468,2026-02-03,Processing,81460
1278,367,2026-05-31,Completed,87164
1279,53,2025-10-18,Completed,60072
1280,38,2025-06-22,Completed,62032
1281,293,2025-08-16,Completed,62840
1282,398,2025-10-08,Processing,120008
1283,10,2026-03-28,Processing,103280
1284,77,2025-10-20,Completed,44990
1285,478,2025-07-08,Completed,85128
1286,341,2026-02-07,Processing,8664
1287,137,2025-10-26,Completed,64596
1288,359,2026-03-24,Completed,77018
1289,464,2025-07-26,Processing,27320
1290,295,2025-10-06,Completed,67330
1291,264,2025-06-15,Processing,136839
1292,245,2025-10-10,Processing,92218
1293,207,2025-11-29,Completed,25203
1294,277,2026-03-30,Completed,21866
1295,2,2026-05-06,Processing,59492
1296,489,2026-01-03,Processing,39618
1297,63,2025-10-31,Cancelled,17004
1298,275,2026-01-18,Completed,35688
1299,171,2025-12-21,Completed,85903
1300,206,2025-07-19,Completed,43586
1301,324,2025-09-21,Completed,167010
1302,188,2026-01-20,Cancelled,129718
1303,437,2026-05-01,Completed,76956
1304,42,2026-04-22,Processing,39793
1305,390,2025-07-09,Completed,9183
1306,332,2026-05-04,Completed,184150
1307,91,2025-11-13,Cancelled,76423
1308,21,2026-03-15,Processing,71048
1309,339,2025-10-06,Completed,79372
1310,154,2025-10-07,Processing,40511
1311,459,2025-08-23,Completed,44616
1312,323,2026-04-01,Completed,100084
1313,250,2025-12-11,Completed,105227
1314,454,2026-06-09,Processing,62274
1315,377,2025-11-13,Completed,46396
1316,72,2025-07-27,Completed,69268
1317,99,2025-08-13,Completed,129872
1318,369,2025-10-09,Cancelled,95081
1319,123,2025-10-30,Processing,45891
1320,200,2026-01-08,Completed,196380
1321,406,2025-09-24,Cancelled,59691
1322,330,2026-02-02,Completed,2681
1323,256,2026-04-21,Cancelled,52721
1324,495,2026-06-08,Processing,14337
1325,495,2026-05-11,Completed,77511
1326,19,2025-09-24,Completed,11236
1327,29,2026-04-16,Completed,75035
1328,404,2025-11-06,Completed,86619
1329,208,2026-05-05,Completed,82450
1330,109,2026-05-14,Cancelled,96750
1331,235,2025-06-26,Cancelled,87312
1332,77,2026-02-02,Cancelled,7384
1333,120,2025-07-07,Completed,23384
1334,19,2025-07-16,Completed,107218
1335,251,2026-04-01,Completed,6862
1336,242,2026-03-03,Cancelled,21584
1337,24,2025-09-20,Completed,151292
1338,360,2026-03-14,Completed,48133
1339,8,2025-11-05,Completed,59035
1340,324,2026-01-01,Completed,20098
1341,464,2025-10-04,Completed,134008
1342,421,2026-01-22,Completed,123566
1343,234,2025-11-02,Cancelled,6921
1344,88,2026-02-21,Cancelled,24568
1345,33,2025-11-25,Completed,62055
1346,59,2026-04-18,Processing,211000
1347,305,2026-05-31,Cancelled,88546
1348,113,2025-07-26,Completed,140966
1349,412,2025-10-26,Completed,19387
1350,219,2026-01-24,Completed,64353
1351,416,2025-06-22,Processing,136939
1352,167,2025-06-29,Completed,19128
1353,500,2025-06-15,Cancelled,69550
1354,280,2025-07-20,Completed,42398
1355,165,2025-10-08,Completed,129067
1356,392,2026-02-18,Completed,43825
1357,304,2025-11-18,Completed,99642
1358,172,2025-08-13,Completed,113285
1359,62,2025-08-20,Completed,51295
1360,73,2026-05-08,Processing,69157
1361,87,2025-10-25,Completed,76216
1362,284,2026-05-08,Completed,74478
1363,225,2026-06-09,Completed,92515
1364,474,2026-05-19,Cancelled,118416
1365,21,2026-04-25,Completed,175420
1366,52,2025-09-15,Cancelled,24708
1367,193,2026-03-26,Completed,3629
1368,9,2025-07-22,Processing,67694
1369,42,2026-05-24,Completed,48123
1370,4,2025-07-09,Completed,51225
1371,475,2025-10-10,Completed,87109
1372,362,2026-01-22,Cancelled,67297
1373,455,2026-04-05,Completed,119335
1374,214,2025-09-18,Processing,38619
1375,355,2025-08-13,Completed,78825
1376,106,2025-08-01,Completed,49918
1377,328,2025-11-27,Completed,127081
1378,268,2025-07-28,Processing,18364
1379,211,2026-04-23,Completed,475
1380,481,2026-03-14,Completed,8149
1381,313,2026-05-02,Completed,44430
1382,306,2026-05-31,Completed,89980
1383,368,2025-11-10,Processing,97813
1384,314,2025-11-22,Completed,67906
1385,322,2025-07-26,Completed,164988
1386,179,2025-12-22,Processing,16435
1387,3,2026-01-09,Cancelled,29344
1388,121,2026-02-09,Completed,15376
1389,61,2026-06-04,Cancelled,48603
1390,49,2025-10-07,Cancelled,91917
1391,186,2026-03-06,Cancelled,112040
1392,260,2025-09-02,Completed,174472
1393,238,2025-09-16,Completed,83598
1394,142,2025-09-28,Completed,128842
1395,100,2025-07-12,Completed,40020
1396,408,2026-01-02,Completed,32682
1397,351,2026-04-27,Processing,55546
1398,255,2026-02-08,Completed,26248
1399,82,2026-03-08,Completed,33292
1400,28,2025-08-26,Completed,122509
1401,146,2025-07-10,Completed,84415
1402,223,2026-06-02,Completed,10172
1403,172,2025-07-04,Cancelled,73832
1404,413,2025-06-16,Processing,46206
1405,23,2025-08-30,Completed,98437
1406,380,2026-04-07,Completed,117154
1407,474,2025-08-19,Cancelled,81772
1408,91,2025-07-20,Completed,60046
1409,403,2025-08-27,Completed,59728
1410,249,2026-01-14,Cancelled,97014
1411,60,2025-12-22,Completed,153338
1412,459,2026-04-22,Completed,80697
1413,370,2026-03-17,Processing,95126
1414,304,2025-10-04,Cancelled,115629
1415,167,2025-11-25,Processing,68400
1416,102,2025-08-07,Completed,75593
1417,118,2025-12-13,Completed,15588
1418,167,2026-05-12,Completed,99524
1419,51,2025-08-31,Completed,9979
1420,378,2025-10-23,Processing,109303
1421,446,2026-06-03,Completed,38646
1422,193,2026-04-25,Completed,102751
1423,38,2025-12-16,Processing,83327
1424,300,2026-03-24,Processing,16303
1425,28,2025-08-19,Processing,82551
1426,75,2025-09-21,Completed,120848
1427,476,2025-08-11,Cancelled,34681
1428,233,2025-10-02,Completed,101332
1429,199,2026-04-26,Completed,46422
1430,70,2026-02-04,Processing,105634
1431,369,2025-08-04,Completed,17716
1432,324,2026-04-28,Completed,96962
1433,500,2026-03-11,Completed,95126
1434,104,2025-09-08,Completed,179209
1435,66,2026-05-05,Completed,72896
1436,355,2025-08-19,Cancelled,48460
1437,31,2025-06-22,Completed,47855
1438,70,2026-02-09,Completed,135711
1439,437,2025-11-24,Processing,73153
1440,235,2025-09-17,Processing,47985
1441,88,2026-05-17,Completed,154270
1442,113,2025-07-12,Completed,139329
1443,310,2025-11-16,Completed,45560
1444,405,2025-08-06,Cancelled,21944
1445,464,2025-12-12,Completed,228558
1446,296,2025-12-14,Cancelled,11246
1447,438,2025-07-01,Completed,58512
1448,45,2025-09-19,Processing,107342
1449,439,2025-07-17,Cancelled,20858
1450,251,2026-02-04,Completed,98292
1451,303,2026-03-06,Processing,33185
1452,429,2025-11-13,Processing,83552
1453,143,2025-09-27,Completed,21954
1454,374,2025-11-06,Processing,33978
1455,377,2026-01-15,Completed,84684
1456,127,2025-12-22,Completed,15466
1457,223,2025-12-09,Cancelled,71312
1458,114,2025-11-17,Cancelled,1196
1459,485,2026-02-16,Completed,40198
1460,468,2026-02-03,Cancelled,8470
1461,460,2026-05-28,Completed,34480
1462,214,2025-08-31,Completed,25193
1463,21,2025-07-01,Processing,214816
1464,376,2025-06-25,Cancelled,45278
1465,18,2025-09-17,Processing,197198
1466,272,2025-07-06,Processing,42918
1467,246,2025-07-18,Completed,98611
1468,232,2025-09-02,Processing,30750
1469,124,2026-01-25,Completed,50144
1470,286,2026-02-28,Completed,152749
1471,355,2025-11-02,Processing,81020
1472,487,2025-07-19,Completed,29067
1473,68,2026-03-07,Completed,60209
1474,152,2026-04-29,Completed,4758
1475,332,2025-09-18,Completed,165650
1476,9,2025-08-26,Processing,92335
1477,343,2026-03-26,Completed,45750
1478,83,2025-10-17,Processing,129644
1479,440,2025-09-25,Cancelled,45007
1480,383,2026-01-16,Cancelled,4727
1481,13,2026-03-07,Processing,89999
1482,238,2025-07-16,Completed,34403
1483,448,2025-12-13,Processing,8766
1484,95,2026-02-23,Completed,47651
1485,321,2025-12-03,Processing,129993
1486,361,2025-10-01,Completed,30750
1487,441,2026-05-09,Completed,148698
1488,198,2025-09-07,Completed,33880
